taxon_id,taxon.name,n_obs,sum_individuals,id,quality_grade,observed_on,description,captive,uri,Epi.lat,Epi.long,location,taxon.common,user_login,user_observations_count,user_activity_count,user_species_count,taxon.endemic,taxon.rank,taxon.introduced,taxon.native,taxon.observations_count,family_name.x,genus_name.x,EpiCount,Setting,field:associated observation,TreeSp,GrowingSite,field:NA,Moss,EpiSize,DBH,EpiHeight,field:plant life stage,field:plant phenology->most common flowering/fruiting reproductive stage,TreeHeight,ObsGroup,field:name of associated plant,field:epiphytic on,field:hábitat,field:associated taxa,field:host plant id,field:habitat (s afr),field:host plant,field:host,field:epiphyte host,field:height off ground,field:height (m),field:interaction->epiphyte host,field:madagascar vegetation type,field:leaf [plant identification],field:flowering phenology,field:origin [iucn red list],field:plant growth form [iucn red list],field:recolecta_plantas,field:recolecta_semillas,field:cantidad de esquejes,field:plantas_madres_esquejes,field:recolecta de muestras de herbario,field:habitat,field:is this observation for...,field:placeholder backup,field:built environment type,field:attached to: (interaction),field:related observations,field:similar observation set,field:estimated height,field:altitude/depth in m: (s afr),field:elevation (m),field:aberrant type,field:tree,field:other organism,"field:how big were the pups? in relation to the adult (0.25, 0.50, 0.75)?",field:specifics of the site,field:cultivated,field:camera,field:epífitos,field:bio 2 lab section number spring 2023,field:host observation,field:gahnia grove,field:interaction (commensalism),field:tipo de maleza,field:substrate_detail2,field:epiphyte %,field:invasive?,field:epiphytes,field:id reference,field:abundance category,field:associated species with names lookup,field:interaction type,field:bio 2 lab section number su21,field:tipo de ecosistema (méxico),field:associated species,field:naturemapr url,field:natusfera url,field:certainty,field:cultivated or wild-grown?,field:count,field:plant flowering,field:plant fruiting,field:estimate the height of the plant (in m),field:feeding on,field:animal behavior,field:is it wild?,field:zonebc,field:about the site,field:sp 2020 lab section numbers,field:linked observation,field:invasive,field:zoneea,field:renh2019 trial,field:zoneeb,field:kc tradescantia,field:depth of tradescantia before intervention,field:zonedb,field:zonecb,field:kc native seedlings and sporelings,field:kcrenh19 survey,field:zoneda,field:lab section numbers,field:gender,field:submitted by questagame player,field:questagame sighting no.,field:zonefb,field:california native,field:substrate/soil type,field:plant description,field:local habitat description,field:id source,field:endemic to new zealand,field:native ferns of kaipatiki,field:fitofisionomias do bioma caatinga,field:name(s) of other observers present,field:observado url,field:zoneca,field:native trees of kaipatiki,field:host species with names lookup,field:ispot reference (2014-2017),field:ispot certainty,field:ispot id,field:associated with: (interaction),field:physical habitat/substrate,field:ecological interaction,field:observer expertise,field:fiddleheads,field:developmental stage,DBH_num,TreeHeight_num,photo_gallery,photo_urls_concat,EpiCount_num,EpiCount_noNA,EpiHeight_chr,EpiSize_chr,EpiHeight_num,EpiSize_num,family_id,family_name.y,class_id,class_name,genus_id,genus_name.y,EpiID,BaseGroup,Site,Tree,TreeID,Epi,EpiNum,TreeCat,NumberTrees,Type,SiteLat,SiteLon,dominanttrees,n_epis_per_site,n_sp_per_site,n_epis_per_site_cat,n_sp_per_site_cat
47124,Magnoliopsida,166,190,278671990,needs_id,2025/04/27 6:53 PM,juvenile,FALSE,https://www.inaturalist.org/observations/278671990,52.1588055556,4.5304083333,"52.1588055556,4.5304083333",dicots,marie-ho,3234,3437,934,FALSE,class,FALSE,FALSE,98185008,"","",1,Urban,"",Salix,pollard head,,no,0.1,0.41,1.9,"","",5,S6T05,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.41,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500379467/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500379477/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500379467/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500379477/square.jpg,1,1,1.9,0.1,1.9,0.1,,"",47124,Magnoliopsida,,"",S06T05_E02,S6T05,S06,T05,S06T05,,02,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
54763,Acer platanoides,54,91,278671992,needs_id,2025/04/27 6:53 PM,"",FALSE,https://www.inaturalist.org/observations/278671992,52.1588777778,4.5304583333,"52.1588777778,4.5304583333",Norway maple,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,118311,Sapindaceae,Acer,1,Urban,"",Salix,pollard head,,no,0.2,0.48,2.2,"","",5,S6T06,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.48,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381126/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500381126/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg,1,1,2.2,0.2,2.2,0.2,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer,S06T06_E01,S6T06,S06,T06,S06T06,,01,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
765394,Sambucus nigra,187,203,278671993,needs_id,2025/04/27 6:53 PM,"",FALSE,https://www.inaturalist.org/observations/278671993,52.1588777778,4.5304722222,"52.1588777778,4.5304722222",European black elderberry,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,73438,Viburnaceae,Sambucus,1,Urban,"",Salix,pollard head,,no,0.3,0.48,2.2,"","",5,S6T06,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.48,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381125/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500381125/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg,1,1,2.2,0.3,2.2,0.3,781703,Viburnaceae,47124,Magnoliopsida,52689,Sambucus,S06T06_E02,S6T06,S06,T06,S06T06,,02,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
47124,Magnoliopsida,166,190,278671994,needs_id,2025/04/27 6:53 PM,juvenile,FALSE,https://www.inaturalist.org/observations/278671994,52.1588694444,4.5304833333,"52.1588694444,4.5304833333",dicots,marie-ho,3234,3437,934,FALSE,class,FALSE,FALSE,98185008,"","",4,Urban,"",Salix,crotch,,no,0.1,5,1.4,"","","",S6T06,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",5,,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381128/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500381128/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg,4,4,1.4,0.1,1.4,0.1,,"",47124,Magnoliopsida,,"",S06T06_E03,S6T06,S06,T06,S06T06,,03,90+,5,Willow,52.1593306,4.5311344,Salix,83,16,4,1
47124,Magnoliopsida,166,190,278671994,needs_id,2025/04/27 6:53 PM,juvenile,FALSE,https://www.inaturalist.org/observations/278671994,52.1588694444,4.5304833333,"52.1588694444,4.5304833333",dicots,marie-ho,3234,3437,934,FALSE,class,FALSE,FALSE,98185008,"","",4,Urban,"",Salix,crotch,,no,0.1,5,1.4,"","","",S6T06,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",5,,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381128/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500381128/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg,4,4,1.4,0.1,1.4,0.1,,"",47124,Magnoliopsida,,"",S06T06_E04,S6T06,S06,T06,S06T06,,04,90+,5,Willow,52.1593306,4.5311344,Salix,83,16,4,1
47124,Magnoliopsida,166,190,278671994,needs_id,2025/04/27 6:53 PM,juvenile,FALSE,https://www.inaturalist.org/observations/278671994,52.1588694444,4.5304833333,"52.1588694444,4.5304833333",dicots,marie-ho,3234,3437,934,FALSE,class,FALSE,FALSE,98185008,"","",4,Urban,"",Salix,crotch,,no,0.1,5,1.4,"","","",S6T06,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",5,,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381128/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500381128/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg,4,4,1.4,0.1,1.4,0.1,,"",47124,Magnoliopsida,,"",S06T06_E05,S6T06,S06,T06,S06T06,,05,90+,5,Willow,52.1593306,4.5311344,Salix,83,16,4,1
47124,Magnoliopsida,166,190,278671994,needs_id,2025/04/27 6:53 PM,juvenile,FALSE,https://www.inaturalist.org/observations/278671994,52.1588694444,4.5304833333,"52.1588694444,4.5304833333",dicots,marie-ho,3234,3437,934,FALSE,class,FALSE,FALSE,98185008,"","",4,Urban,"",Salix,crotch,,no,0.1,5,1.4,"","","",S6T06,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",5,,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381128/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500381128/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg,4,4,1.4,0.1,1.4,0.1,,"",47124,Magnoliopsida,,"",S06T06_E06,S6T06,S06,T06,S06T06,,06,90+,5,Willow,52.1593306,4.5311344,Salix,83,16,4,1
47124,Magnoliopsida,166,190,278671997,needs_id,2025/04/27 6:53 PM,"",FALSE,https://www.inaturalist.org/observations/278671997,52.1588527778,4.5304416667,"52.1588527778,4.5304416667",dicots,marie-ho,3234,3437,934,FALSE,class,FALSE,FALSE,98185008,"","",1,Urban,"",Salix,crotch,,no,0.1,0.48,1.4,"","",5,S6T06,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.48,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381150/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500381150/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500381151/square.jpg,1,1,1.4,0.1,1.4,0.1,,"",47124,Magnoliopsida,,"",S06T06_E07,S6T06,S06,T06,S06T06,,07,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
124544,Anthriscus sylvestris,36,46,278671999,needs_id,2025/04/27 6:54 PM,"",FALSE,https://www.inaturalist.org/observations/278671999,52.1589,4.5305055556,"52.1589,4.5305055556",Cow Parsley,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,78506,Apiaceae,Anthriscus,1,Urban,"",Salix,pollard head,,no,1.2,0.4,2.2,"","",5,S6T07,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.4,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383267/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383271/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500383267/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383271/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg,1,1,2.2,1.2,2.2,1.2,48699,Apiaceae,47124,Magnoliopsida,52847,Anthriscus,S06T07_E01,S6T07,S06,T07,S06T07,,01,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
790553,Apioideae,5,11,278672001,needs_id,2025/04/27 6:53 PM,juveniles. are they Conium or Anthriscus or both?,FALSE,https://www.inaturalist.org/observations/278672001,52.1588944444,4.5305055556,"52.1588944444,4.5305055556","",marie-ho,3234,3437,934,FALSE,subfamily,FALSE,FALSE,1580062,Apiaceae,"",7,Urban,"",Salix,pollard head,,no,0.2,0.4,1.8,"","",5,S6T07,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.4,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg,7,7,1.8,0.2,1.8,0.2,48699,Apiaceae,47124,Magnoliopsida,,"",S06T07_E02,S6T07,S06,T07,S06T07,,02,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
790553,Apioideae,5,11,278672001,needs_id,2025/04/27 6:53 PM,juveniles. are they Conium or Anthriscus or both?,FALSE,https://www.inaturalist.org/observations/278672001,52.1588944444,4.5305055556,"52.1588944444,4.5305055556","",marie-ho,3234,3437,934,FALSE,subfamily,FALSE,FALSE,1580062,Apiaceae,"",7,Urban,"",Salix,pollard head,,no,0.2,0.4,1.8,"","",5,S6T07,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.4,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg,7,7,1.8,0.2,1.8,0.2,48699,Apiaceae,47124,Magnoliopsida,,"",S06T07_E03,S6T07,S06,T07,S06T07,,03,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
790553,Apioideae,5,11,278672001,needs_id,2025/04/27 6:53 PM,juveniles. are they Conium or Anthriscus or both?,FALSE,https://www.inaturalist.org/observations/278672001,52.1588944444,4.5305055556,"52.1588944444,4.5305055556","",marie-ho,3234,3437,934,FALSE,subfamily,FALSE,FALSE,1580062,Apiaceae,"",7,Urban,"",Salix,pollard head,,no,0.2,0.4,1.8,"","",5,S6T07,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.4,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg,7,7,1.8,0.2,1.8,0.2,48699,Apiaceae,47124,Magnoliopsida,,"",S06T07_E04,S6T07,S06,T07,S06T07,,04,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
790553,Apioideae,5,11,278672001,needs_id,2025/04/27 6:53 PM,juveniles. are they Conium or Anthriscus or both?,FALSE,https://www.inaturalist.org/observations/278672001,52.1588944444,4.5305055556,"52.1588944444,4.5305055556","",marie-ho,3234,3437,934,FALSE,subfamily,FALSE,FALSE,1580062,Apiaceae,"",7,Urban,"",Salix,pollard head,,no,0.2,0.4,1.8,"","",5,S6T07,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.4,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg,7,7,1.8,0.2,1.8,0.2,48699,Apiaceae,47124,Magnoliopsida,,"",S06T07_E05,S6T07,S06,T07,S06T07,,05,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
790553,Apioideae,5,11,278672001,needs_id,2025/04/27 6:53 PM,juveniles. are they Conium or Anthriscus or both?,FALSE,https://www.inaturalist.org/observations/278672001,52.1588944444,4.5305055556,"52.1588944444,4.5305055556","",marie-ho,3234,3437,934,FALSE,subfamily,FALSE,FALSE,1580062,Apiaceae,"",7,Urban,"",Salix,pollard head,,no,0.2,0.4,1.8,"","",5,S6T07,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.4,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg,7,7,1.8,0.2,1.8,0.2,48699,Apiaceae,47124,Magnoliopsida,,"",S06T07_E06,S6T07,S06,T07,S06T07,,06,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
790553,Apioideae,5,11,278672001,needs_id,2025/04/27 6:53 PM,juveniles. are they Conium or Anthriscus or both?,FALSE,https://www.inaturalist.org/observations/278672001,52.1588944444,4.5305055556,"52.1588944444,4.5305055556","",marie-ho,3234,3437,934,FALSE,subfamily,FALSE,FALSE,1580062,Apiaceae,"",7,Urban,"",Salix,pollard head,,no,0.2,0.4,1.8,"","",5,S6T07,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.4,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg,7,7,1.8,0.2,1.8,0.2,48699,Apiaceae,47124,Magnoliopsida,,"",S06T07_E07,S6T07,S06,T07,S06T07,,07,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
790553,Apioideae,5,11,278672001,needs_id,2025/04/27 6:53 PM,juveniles. are they Conium or Anthriscus or both?,FALSE,https://www.inaturalist.org/observations/278672001,52.1588944444,4.5305055556,"52.1588944444,4.5305055556","",marie-ho,3234,3437,934,FALSE,subfamily,FALSE,FALSE,1580062,Apiaceae,"",7,Urban,"",Salix,pollard head,,no,0.2,0.4,1.8,"","",5,S6T07,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.4,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500383262/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383285/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500383307/square.jpg,7,7,1.8,0.2,1.8,0.2,48699,Apiaceae,47124,Magnoliopsida,,"",S06T07_E08,S6T07,S06,T07,S06T07,,08,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
124544,Anthriscus sylvestris,36,46,278674084,needs_id,2025/04/27 6:54 PM,"",FALSE,https://www.inaturalist.org/observations/278674084,52.1589361111,4.5305305556,"52.1589361111,4.5305305556",Cow Parsley,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,78506,Apiaceae,Anthriscus,1,Urban,"",Salix,knot-burr-gnarl,,no,1,0.43,1.9,"","",5,S6T08,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.43,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500385764/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500385835/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500385764/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500385835/square.jpg,1,1,1.9,1,1.9,1,48699,Apiaceae,47124,Magnoliopsida,52847,Anthriscus,S06T08_E01,S6T08,S06,T08,S06T08,,01,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
51884,Urtica dioica,18,24,278674085,needs_id,2025/04/27 6:54 PM,"",FALSE,https://www.inaturalist.org/observations/278674085,52.1589444444,4.5305055556,"52.1589444444,4.5305055556",great stinging nettle,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,123596,Urticaceae,Urtica,2,Urban,"",Salix,crotch,,no,0.5,0.43,1.6,"","",5,S6T08,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.43,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500385765/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500385835/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500385765/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500385835/square.jpg,2,2,1.6,0.5,1.6,0.5,51885,Urticaceae,47124,Magnoliopsida,51886,Urtica,S06T08_E02,S6T08,S06,T08,S06T08,,02,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
51884,Urtica dioica,18,24,278674085,needs_id,2025/04/27 6:54 PM,"",FALSE,https://www.inaturalist.org/observations/278674085,52.1589444444,4.5305055556,"52.1589444444,4.5305055556",great stinging nettle,marie-ho,3234,3437,934,FALSE,species,FALSE,TRUE,123596,Urticaceae,Urtica,2,Urban,"",Salix,crotch,,no,0.5,0.43,1.6,"","",5,S6T08,,"","",,,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",0.43,5,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500385765/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/500385835/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/500385765/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/500385835/square.jpg,2,2,1.6,0.5,1.6,0.5,51885,Urticaceae,47124,Magnoliopsida,51886,Urtica,S06T08_E03,S6T08,S06,T08,S06T08,,03,30 - 60,19,Willow,52.1593306,4.5311344,Salix,83,16,64,14
