site,lon,lat
bg122,-32.1713547036052,-67.1557085495442
bg123,26.4513236191124,8.18621703889221
bg124,32.2841892857105,23.5996671393514
bg125,79.0766252484173,56.7398263514042
bg126,-37.8097037225962,-86.6285428125411
bg127,150.913414489478,36.2663965299726
bg128,166.525305686519,-20.5682907113805
bg129,-95.9315308090299,-76.9507627934218
bg130,80.8191359974444,-10.4620769200847
bg131,145.308429049328,-89.7186692571268
bg132,37.2506705112755,26.2017775140703
bg133,47.342627607286,26.5919958008453
bg134,157.458905875683,36.9397395802662
bg135,126.173790246248,-25.6232765363529
bg136,28.7355236615986,2.45243032928556
bg137,115.70541260764,28.3099464420229
bg138,-139.061300726607,-35.5108481738716
bg139,95.2227931190282,22.1662571746856
bg140,44.5008445903659,60.7811908051372
bg141,-126.559221586213,-32.3345009470359
bg142,-151.104792030528,-56.345154591836
bg143,-12.9349615238607,26.1837391555309
bg144,100.572538124397,22.7722533093765
bg145,84.0700654406101,39.2464377824217
bg146,114.202959984541,-31.8544356990606
bg147,-118.741506747901,59.8499519750476
bg148,160.099317189306,-7.49574649147689
bg149,-74.2954171076417,7.16970898211002
bg150,-126.334061119705,-69.5346527220681
bg151,78.9762928616256,-55.631619184278
bg152,-63.3290571067482,-69.1094822343439
bg153,100.371419470757,-14.175341790542
bg154,-38.0012393463403,46.1487910849974
bg155,64.293432449922,-70.5534706218168
bg156,99.2970153875649,72.6990674715489
bg157,-112.367144152522,9.84445705544204
bg158,-169.52910519205,78.0211063474417
bg159,-131.143033057451,-76.3432154618204
bg160,64.8591041285545,6.34642768185586
bg161,156.536263357848,86.9016884174198
bg162,18.1778703723103,69.5209172973409
bg163,36.6358447540551,-84.5651328703389
bg164,-109.081984274089,67.8791057690978
bg165,12.6851798035204,-8.74319182243198
bg166,-115.3599338606,-68.574553783983
bg167,-17.320862011984,86.134333354421
bg168,-65.860793357715,-62.9662260599434
bg169,-138.177118655294,-65.0963624473661
bg170,-113.003223566338,62.8925483766943
bg171,82.7028347924352,-54.3646546639502
bg172,-31.7260543629527,8.49346655420959
bg173,-30.9421145729721,-86.4271537587047
bg174,-7.08835355937481,-36.0282830055803
bg175,-26.1019923817366,-78.4220557333902
bg176,-130.863470351323,-45.1112793618813
bg177,116.884586289525,-63.3515737904236
bg178,33.2295273151249,-83.8259746134281
bg179,105.982911949977,-79.8578593600541
bg180,96.8516732566059,-31.3312383927405
bg181,150.500310212374,26.3928489899263
bg182,130.546719739214,-25.7577554136515
bg183,-65.8889143913984,77.3212267784402
bg184,-86.6661926452071,-48.1531868129969
bg185,87.2159226983786,-54.6509914565831
bg186,89.0500020515174,-26.7344456585124
bg187,150.445452248678,-66.6543587995693
bg188,105.548835312948,10.8421096438542
bg189,-132.001337427646,68.1916812295094
bg190,-76.410089218989,-41.6081401705742
bg191,-109.916588226333,-77.2703908709809
bg192,102.27937775664,69.2820309195668
bg193,-133.606021776795,24.5473758224398
bg194,-133.527857931331,-58.1573314452544
bg195,-153.988879937679,50.3920589899644
bg196,-160.873385947198,-32.9031115723774
bg197,11.4747971110046,86.3971799891442
bg198,-139.569033002481,-2.69184744916856
bg199,87.5475791003555,32.4097386281937
bg200,83.2735718227923,-27.939564306289
bg201,138.642367338762,-53.3926266850904
bg202,6.1599799990654,-82.2232801700011
bg203,126.695154597983,73.968045450747
bg204,-20.5933434236795,-40.5698200967163
bg205,-123.163163848221,-80.5267598340288
bg206,-20.7631300203502,-2.65489784069359
bg207,168.384120203555,37.352188937366
bg208,-5.54834540002048,32.1618222165853
bg209,-89.1149618010968,6.53209060896188
bg210,-86.5116071328521,-40.7389689143747
bg211,15.1257387176156,-88.1389163760468
bg212,53.9553015399724,-77.0986532187089
bg213,-58.8891123700887,-4.87884314730763
bg214,-158.058091336861,-23.7696710368618
bg215,-17.5280939228833,27.8534519020468
bg216,121.951812040061,-52.2261301288381
bg217,26.8694403581321,1.16238984279335
bg218,-52.7938641328365,63.0120146786794
bg219,17.073388164863,78.9235172141343
bg220,141.378693776205,-72.672533551231
bg221,-3.6033945903182,-31.3255563843995
bg222,-118.212439259514,-32.4483181396499
bg223,15.4911578446627,-75.1176179386675
bg224,166.128370519727,69.0050968620926
bg225,-67.0738240610808,-20.0552701670676
bg226,115.385237317532,72.1899751480669
bg227,-69.4604158401489,12.3857431858778
bg228,-113.236710783094,71.3473887322471
bg229,-162.595160370693,-88.3808822650462
bg230,-91.5573069825768,-2.39524081349373
bg231,-53.6015080288053,-26.7939749406651
bg232,-122.751942565665,49.0210091276094
bg233,-70.5247211549431,42.9201699513942
bg234,-173.682603081688,26.9424538593739
bg235,178.758964519948,-6.71717057470232
bg236,109.581592557952,18.1607987405732
bg237,-148.83098336868,40.1800035964698
bg238,133.175977086648,35.5497804796323
bg239,19.6509108133614,78.8171717757359
bg240,-28.3037681411952,63.2369476184249
bg241,-155.65074512735,-83.876956156455
bg242,22.1176643483341,-51.5056597441435
bg243,-154.540118062869,75.9975700825453
bg244,-103.898902013898,32.4253813968971
bg245,17.8633488435298,47.8057616623119
bg246,-6.48667858913541,-79.6847222652286
bg247,-122.590852361172,75.0811468530446
bg248,-126.151561774313,-38.669789833948
bg249,-0.261763064190745,44.8987265769392
bg250,158.603356098756,21.9416858302429
bg251,-59.6767224278301,6.54713470023125
bg252,-112.163641350344,-85.9953542333096
bg253,-82.9021758120507,84.8662364808843
bg254,11.0678681172431,18.1361835217103
bg255,-172.277917731553,-14.876124006696
bg256,107.553710695356,-25.9647310478613
bg257,-140.279363924637,-85.8604202186689
bg258,14.3273828923702,-84.8777334345505
bg259,25.6442030891776,3.71002593543381
bg260,42.8225569054484,20.3211242705584
bg261,77.3473296593875,-85.2849887358025
bg262,-135.61179167591,-73.0218227533624
bg263,-68.022137247026,75.3832776658237
bg264,160.466098543257,44.9056852329522
bg265,0.00903326086699963,-76.4313925802708
bg266,-131.317020328715,-33.4515320369974
bg267,132.932815393433,69.2714636446908
bg268,-106.182139646262,-66.5625396603718
bg269,153.016520747915,-47.6679798960686
bg270,139.231295362115,8.15563788637519
bg271,-130.933502912521,-25.021584215574
bg272,102.725799176842,38.4423149563372
bg273,-16.81077090092,77.6656362460926
bg274,-131.132729016244,69.9111171020195
bg275,138.679573265836,33.0326121859252
bg276,-58.7831255514175,14.952808949165
bg277,-65.0613185483962,-74.6444780286402
bg278,-34.6381866931915,-49.0708896657452
bg279,-7.5321694649756,-12.6526534929872
bg280,-47.5553447194397,-73.3308096695691
bg281,-12.3513956554234,-23.4479610202834
bg282,-162.038824958727,89.4218543730676
bg283,-112.551583824679,-56.3986518792808
bg284,173.757388936356,-9.70873162150383
bg285,-61.8213349487633,43.0463750520721
bg286,-118.441299414262,-66.6564897727221
bg287,-4.22823797911406,89.2479943390936
bg288,-173.272531796247,53.8893176894635
bg289,-57.7853698655963,-65.6074918666855
bg290,-169.321184791625,38.4573498275131
bg291,132.202318701893,-14.8343316279352
bg292,83.4147358965129,-32.0259029930457
bg293,-66.5061131492257,89.3296917015687
bg294,-40.8765557594597,43.6676480434835
bg295,-60.3194434102625,14.928497239016
bg296,-147.679930385202,-69.3094279244542
bg297,92.540016900748,-24.2729052063078
bg298,37.0686589926481,26.8709963746369
bg299,-127.656009877101,-0.325585682876408
bg300,-168.293705955148,-28.3840253669769
bg301,-5.84346902556717,-81.4327853545547
bg302,-19.9549699667841,48.7261531781405
bg303,-158.261187616736,-10.3481718851253
bg304,-62.0978320576251,10.6852368777618
bg305,136.234457027167,-64.9788072193041
bg306,155.017759054899,31.3524171989411
bg307,-38.8157554809004,-70.8615308767185
bg308,-122.815161058679,-1.01541229058057
bg309,-64.8188636172563,15.7482800586149
bg310,-69.4923767074943,-15.2670090319589
bg311,-141.187948398292,-48.8349212799221
bg312,172.560349227861,-78.3610972110182
bg313,-1.11476588062942,34.8755227541551
bg314,-146.493118107319,43.2966729719192
bg315,-103.761483058333,31.0431588767096
bg316,154.980268646032,72.8641985496506
bg317,-73.1352935638279,26.0332681518048
bg318,55.1585695892572,85.5699936440215
bg319,144.385372046381,9.43590947426856
bg320,176.686485568061,71.5794144384563
bg321,-25.0800403207541,35.7494953321293
bg322,-38.2403079885989,88.0830036755651
bg323,-128.912797635421,-66.0236117849127
bg324,-79.2695893160999,88.6059773107991
bg325,23.3360001258552,-71.9786385353655
bg326,156.650221953169,8.92518230248243
bg327,-50.9759477712214,-51.3190509192646
bg328,123.12258512713,32.1007938729599
bg329,80.0673171691597,66.958120521158
bg330,90.2649561502039,85.4288879502565
bg331,152.635842785239,-2.94302064925432
bg332,-179.143881546333,15.680426331237
bg333,-122.245230618864,-11.6700264299288
bg334,-36.2617375329137,-78.6347036529332
bg335,63.1150478404015,-15.8446385432035
bg336,-7.06607412546873,11.9712777715176
bg337,12.1783610712737,7.3810579162091
bg338,-65.8979433774948,-21.6751979710534
bg339,113.312732465565,35.9628902887926
bg340,-74.8009723518044,-16.4078188268468
bg341,-32.7124471217394,2.31466712895781
bg342,-147.269409243017,58.9053846616298
bg343,107.494789687917,60.5828037299216
bg344,-50.4773101117462,-29.2499446123838
bg345,-165.424472372979,71.2920191790909
bg346,-165.208917651325,40.4345836630091
bg347,163.596325814724,64.5956212235615
bg348,-45.5971518438309,62.5840005883947
bg349,110.311080319807,12.6036663400009
bg350,147.621243232861,37.7567258197814
bg351,-21.5725633688271,75.8357770554721
bg352,27.4811410903931,-44.394912882708
bg353,-153.479593740776,11.5095852361992
bg354,-120.734138013795,38.8269325392321
bg355,86.3606793154031,15.50105498638
bg356,-8.74403541907668,61.9589312653989
bg357,66.787543175742,8.97271066904068
bg358,162.545379409567,-24.3826960679144
bg359,-0.912784477695823,47.8765283944085
bg360,-10.6197744235396,-17.663290752098
bg361,21.6691020224243,-42.4581108335406
bg362,54.9036433920264,15.1532710064203
bg363,-79.3535404466093,-51.8402874888852
bg364,172.766732219607,-1.73981106374413
bg365,51.7910788860172,80.7783003291115
bg366,29.7282368782908,-70.0761787360534
bg367,41.7135693412274,-74.2648904677481
bg368,153.050506012514,15.8852937910706
bg369,-39.5917576923966,72.2226061485708
bg370,-76.3489133957773,-22.2634454257786
bg371,-147.335052704439,-80.4097638465464
bg372,-64.0677945502102,28.9969221549109
bg373,92.9772405233234,83.6840326152742
bg374,-142.411345336586,-36.0609413729981
bg375,75.7000269368291,-4.13560336455703
bg376,167.931858105585,-7.43910037446767
bg377,-107.463158564642,88.5840774513781
bg378,-140.94408438541,14.302540733479
bg379,-160.055215638131,23.9691857714206
bg380,118.700465429574,5.66194051411003
bg381,29.2311923671514,-41.1320297140628
bg382,-10.7667448930442,-68.0398479569703
bg383,-48.5949167981744,55.7139106141403
bg384,-79.1551341768354,37.0623923884705
bg385,35.8977077901363,18.7526831030846
bg386,114.685060651973,-20.1318300096318
bg387,-144.780379040167,46.8618475925177
bg388,166.92822938785,-13.4152364870533
bg389,-119.254880379885,17.89837627206
bg390,-149.009973881766,66.9756126310676
bg391,130.035850452259,75.0844385521486
bg392,8.92461673356593,37.4288585828617
bg393,56.4519151020795,59.4659574190155
bg394,-97.3730257898569,80.1364868553355
bg395,79.6413713134825,-27.8015921451151
bg396,-3.32985780201852,22.0152958715335
bg397,167.49201329425,16.8837398523465
bg398,146.499292971566,58.0252160131931
bg399,18.4501900244504,80.9328273357824
bg400,-152.78432417661,-81.6126049216837
bg401,-171.827995944768,13.9249940402806
bg402,4.76623001508415,29.4837316917256
bg403,47.0614145882428,70.8156735263765
bg404,-29.2422152403742,-34.0472706919536
bg405,136.535740261897,65.8378785755485
bg406,-141.124653713778,-0.103052314370871
bg407,172.900330703706,17.1200895309448
bg408,-84.6120127290487,-24.8174242302775
bg409,-149.66009164229,53.304517166689
bg410,-41.0734167415649,74.0085015026853
bg411,-135.037502227351,-37.4233683524653
bg412,29.3595198076218,-76.7662366200239
bg413,-93.5461410786957,-3.48733431659639
bg414,79.8796399030834,88.6773980828002
bg415,-127.465671356767,85.2371468860656
bg416,-124.978042691946,-60.2025796053931
bg417,-86.6798387188464,18.0174160189927
bg418,100.039053624496,-71.4128658547998
bg419,-26.4721321128309,71.0778731200844
bg420,-158.382598981261,-9.04809570405632
bg421,-138.660286674276,-29.4095223443583
bg422,-6.2075169570744,35.3396838437766
bg423,172.502490207553,-88.4333550743759
bg424,112.146043293178,45.6561365537345
bg425,15.448614154011,-56.9882552325726
bg426,-153.947848677635,32.6445931848139
bg427,-12.065311409533,-16.9140653684735
bg428,-57.6339674647898,-0.367369595915079
bg429,68.3706978522241,-69.9100475711748
bg430,5.09665394201875,27.3934455960989
bg431,5.37228561937809,54.126060185954
bg432,16.3851674459875,59.8987682629377
bg433,-18.9153611753136,-0.601256252266467
bg434,-149.80145746842,29.4757611723617
bg435,154.84812903218,-59.9395578727126
bg436,-174.078652951866,69.3259529303759
bg437,-30.9267362114042,64.9128035875037
bg438,-98.2886063866317,89.405552954413
bg439,-144.129388555884,-22.9668964399025
bg440,-6.14740496501327,31.4092281460762
bg441,54.0463217161596,-67.8334119915962
bg442,151.678720219061,48.646805556491
bg443,-49.4633494410664,-7.88718929048628
bg444,127.848596423864,76.2256162706763
bg445,-71.6737854480743,11.1802468914539
bg446,-12.3615269456059,25.6888891942799
bg447,-128.616960626096,88.4550792910159
bg448,110.778837706894,71.6484565520659
bg449,59.6907474473119,18.8338336301968
bg450,-157.701247232035,63.9465760113671
bg451,-24.8667954001576,-25.7136945985258
bg452,-37.1321706846356,26.4599978830665
bg453,70.9044305048883,-61.0138163622469
bg454,57.3550742212683,-17.6115985075012
bg455,-33.3537445217371,11.7484041396528
bg456,-69.5087206643075,41.0625813296065
bg457,-88.1613557785749,-23.5287745110691
bg458,62.124535208568,-37.0923050958663
bg459,141.981636090204,53.3068276382983
bg460,124.465016238391,-1.63425419479609
bg461,-38.5553315095603,19.104689466767
bg462,-151.54180560261,-42.7158370474353
bg463,118.232300514355,76.8954934040085
bg464,-153.758943043649,67.648619399406
bg465,-138.685436071828,15.8446403034031
bg466,50.394337233156,-12.0484916539863
bg467,-64.5961679331958,-75.2664562733844
bg468,-112.050170581788,89.9863402219489
bg469,-38.2213291805238,-55.8083789376542
bg470,130.329365758225,54.7185706347227
bg471,-54.7518936451525,-1.56921293120831
bg472,-179.483796553686,59.913690648973
bg473,148.062403332442,40.762968105264
bg474,162.620441615582,22.4623479461297
bg475,-3.26916611753404,88.7044729292393
bg476,-13.0853824876249,-60.6872007949278
bg477,34.7299368493259,44.5163863571361
bg478,146.178344618529,42.7387572778389
bg479,-117.719575557858,39.8130851564929
bg480,102.917187614366,-85.3983712010086
bg481,-96.1436215415597,-71.5700668981299
bg482,27.7373552508652,19.2946581775323
bg483,122.715731989592,25.2062864089385
bg484,-132.406640332192,-75.4801887692884
bg485,142.52082824707,-72.9929481865838
bg486,-17.9505571816117,-3.17032436840236
bg487,141.891313623637,-39.4649486336857
bg488,-90.5237350054085,44.2583773378283
bg489,-149.869694290683,55.1549237966538
bg490,-162.489213114604,71.274956013076
bg491,172.733712131158,59.4064949825406
bg492,-5.69961318746209,35.8936054771766
bg493,124.341492215171,-28.9541464950889
bg494,-30.1343023683876,8.55147355701774
bg495,-3.83668458089232,-38.121994282119
bg496,-114.016385693103,73.523709489964
bg497,93.2981284428388,-19.1746967565268
bg498,-70.1484110858291,46.7507159616798
bg499,-120.355831040069,84.749221089296
bg500,-168.188708536327,-22.1038950188085
bg501,-130.858125044033,-89.370269458741
bg502,-116.230891887099,-5.28637094423175
bg503,7.04176216386259,-9.47135193273425
bg504,112.003482626751,-14.6502508688718
bg505,-138.469675490633,65.8062442671508
bg506,141.631843177602,-73.923327117227
bg507,27.1270371973515,-11.6514883423224
bg508,-127.23393805325,63.3027800917625
bg509,145.010086689144,-68.6146606458351
bg510,-88.9191110059619,-37.351086717099
bg511,-125.784863904119,43.636203291826
bg512,96.6769775468856,12.8018370782956
bg513,-97.1556008141488,55.7724567409605
bg514,-70.0562419183552,52.0470684114844
bg515,6.68506038375199,-70.1915646437556
bg516,-59.5441199652851,-39.1853108257055
bg517,-124.403411429375,-22.1279424056411
bg518,-84.1069552861154,-63.6982740741223
bg519,-53.7283379584551,44.1146877128631
bg520,28.2450163643807,-80.9753482276574
bg521,111.096646282822,-50.5078850733116
bg522,155.977313378826,-65.9935480356216
bg523,120.190801508725,-2.98380217049271
bg524,-134.27900117822,39.4129497371614
bg525,53.8034225441515,-17.1016781777143
bg526,68.526596724987,33.6451661959291
bg527,-168.463863199577,-12.2888578567654
bg528,151.376093951985,43.5861444706097
bg529,-7.75120066478849,-12.2848250716925
bg530,-84.0525917708874,-34.4039803091437
bg531,128.343857852742,72.142898356542
bg532,-97.5072680041194,24.1364520136267
bg533,105.10087438859,65.5569481942803
bg534,52.8389497194439,7.27202746085823
bg535,-27.2395113576204,32.8154796548188
bg536,-145.775423515588,-45.629780497402
bg537,-178.751626582816,-15.1094337366521
bg538,11.2081208266318,9.27563625387847
bg539,8.75056173652411,-81.3047707686201
bg540,-103.253200342879,-68.9467100752518
bg541,78.0955487955362,-58.4861046820879
bg542,166.08368743211,-35.6459603458643
bg543,6.57597586512566,66.0629750462249
bg544,-117.169911973178,21.5023534046486
bg545,22.514448557049,-56.8269065720961
bg546,93.3329410851002,42.1706651989371
bg547,60.1096815057099,-22.0142647717148
bg548,-99.0457476396114,-3.627362055704
bg549,-55.4940855223686,65.2616188768297
bg550,-64.8605664353818,8.89700062572956
bg551,145.763423144817,-72.7159461937845
bg552,-108.288583159447,30.7650658953935
bg553,65.1466859690845,82.6855768309906
bg554,-130.493606887758,-88.4599693352357
bg555,-141.481912722811,-7.98084892798215
bg556,-146.570617519319,33.5697919735685
bg557,149.921623868868,-88.5837893653661
bg558,-80.2582430932671,-6.68557733763009
bg559,138.885795827955,-62.8805572260171
bg560,98.2312738336623,63.7557095987722
bg561,106.218445021659,-19.9449969269335
bg562,-105.957506485283,-49.205597913824
bg563,-162.650403734297,75.0821185670793
bg564,-166.026264773682,-55.1226996956393
bg565,-77.5533132534474,64.3247838690877
bg566,-54.428460309282,-61.1731787212193
bg567,85.483197150752,47.2055916208774
bg568,-89.4011107552797,27.3874289402738
bg569,6.27732111141086,28.3245499385521
bg570,93.4001001622528,-25.043112966232
bg571,48.9904300589114,-7.10128386039287
bg572,-106.581353265792,-41.0919762449339
bg573,177.496301550418,-35.0536603247747
bg574,-179.854184389114,-21.12468726933
bg575,-105.6347909756,-65.6730103120208
bg576,48.2501126267016,-45.916274911724
bg577,-173.774942904711,61.9833050016314
bg578,-170.375230321661,-57.2840116498992
bg579,38.8226142246276,7.82839111983776
bg580,25.3948869835585,-77.7813989203423
bg581,-91.4927947428077,60.5650582350791
bg582,151.029031109065,-22.1036119619384
bg583,61.9978326000273,88.0994341755286
bg584,52.3621581494808,68.4209748543799
bg585,-105.017236322165,30.2454869728535
bg586,-6.97761512361467,18.2479766942561
bg587,175.146689973772,-10.9251191932708
bg588,177.523145182058,31.9870322523639
bg589,-17.7213468309492,61.8702634284273
bg590,77.345563005656,-86.697357064113
bg591,-66.0378194879741,-30.8549809176475
bg592,120.127521827817,-88.4319042926654
bg593,-23.7687906436622,30.5472081201151
bg594,178.557212948799,-38.2661580294371
bg595,110.092036798596,84.8125104093924
bg596,-4.95281972922385,-83.6671341117472
bg597,13.9579203352332,-41.29927768372
bg598,-57.2256329935044,44.6897236118093
bg599,-161.274382397532,-58.6573078623042
bg600,-14.8596792574972,63.0494620883837
bg601,-0.663627460598946,-64.2698841635138
bg602,-78.2048789039254,57.0842591207475
bg603,99.5202296599746,70.6406979868189
bg604,-70.6130057293922,-9.13034178782254
bg605,5.59842551127076,40.473059322685
bg606,-7.93772164732218,-89.6605871943757
bg607,96.7868008464575,71.6967080673203
bg608,-120.985611956567,68.3436610596255
bg609,-20.9613060392439,49.2663090024144
bg610,8.42676110565662,18.8806622754782
bg611,-8.3090920932591,15.8888642303646
bg612,8.87158359400928,-41.8992503732443
bg613,66.6821689903736,17.0928481779993
bg614,-53.3548720367253,28.9719698159024
bg615,122.267262702808,5.90951565653086
bg616,151.888928962871,75.3270031604916
bg617,-141.728536309674,-45.4659650847316
bg618,-105.649589477107,68.6314545013011
bg619,-4.80855175293982,9.12388131022453
bg620,-63.4240714274347,51.1715843668208
bg621,-10.1829869952053,-21.5058048209175
bg622,30.9918607492,11.7970336368307
bg623,-99.3779954686761,46.6133233672008
bg624,84.2506992258132,-26.248107352294
bg625,-125.825724340975,-64.1591127449647
bg626,71.1192120797932,70.2652349509299
bg627,-84.9211542494595,-67.0727387722582
bg628,-26.4726279862225,-89.7246952168644
bg629,79.6800864022225,79.4203951768577
bg630,-9.19018543325365,-64.6202541282401
bg631,-58.1086940690875,-11.9181546522304
bg632,-93.3868300169706,-29.5616237958893
bg633,-102.146515958011,72.7679994050413
bg634,-92.8590771462768,11.4569559786469
bg635,23.3656822890043,62.7760777669027
bg636,76.5245120041072,57.1457047993317
bg637,-141.085224738345,-52.087730364874
bg638,6.86731447465718,-5.11547001544386
bg639,126.788524053991,-58.634358337149
bg640,77.2674991562963,-58.6962871486321
bg641,-66.966593451798,-40.7560696732253
bg642,-138.305828729644,-87.7505385037512
bg643,27.0014643017203,-85.8833613200113
bg644,119.293891936541,18.6773368343711
bg645,7.32231284491718,22.7529134089127
bg646,69.843970304355,52.2658478608355
bg647,-0.0345637835562229,-36.1828275723383
bg648,-52.5022564642131,23.0265804938972
bg649,167.329497244209,-76.044112443924
bg650,152.014051498845,68.5755985882133
bg651,-106.346625611186,-54.6035063406453
bg652,163.765055788681,-60.6150588858873
bg653,134.637419655919,69.7719213925302
bg654,71.0441393125802,-69.7835369082168
bg655,4.53376254066825,67.3347869887948
bg656,-6.90605445764959,18.0415542237461
bg657,-107.351667685434,68.8833878142759
bg658,-143.91743243672,-82.6507084071636
bg659,-9.86800513230264,-44.8682195926085
bg660,-67.6153266895562,72.02452249825
bg661,98.0637498479337,79.0327016450465
bg662,144.386640479788,-87.6536203594878
bg663,-59.3174577131867,-55.5265126330778
bg664,116.619928702712,41.0063436208293
bg665,-100.788170462474,43.7016805820167
bg666,95.8045458141714,53.6401218641549
bg667,21.8548263888806,-12.6617388473824
bg668,-27.5560064055026,-67.3058817442507
bg669,121.885123774409,75.9963000565767
bg670,-76.5645884815604,21.4947952749208
bg671,-10.5405477527529,46.1817421065643
bg672,101.104032006115,83.1495457235724
bg673,-150.221938574687,-79.0113621577621
bg674,-37.9736819118261,-86.5791192138568
bg675,-145.561893358827,77.0199825195596
bg676,-132.000035047531,-53.6841590423137
bg677,-100.394575903192,-23.9959973003715
bg678,-81.3169652223587,72.6872950047255
bg679,-72.33867011033,-46.3510117074475
bg680,-45.0767618883401,-20.9684609575197
bg681,-3.0771026853472,-23.7844172352925
bg682,136.296944450587,-31.5959327761084
bg683,89.5427383482456,-69.8201319202781
bg684,163.866968331859,71.1646294640377
