id,DBH,EpiHeight,EpiSize,EpiCount,TreeHeight,Setting,Moss,ObsGroup,GrowingSite,TreeSp,TreeGenus,DBH_raw,EpiHeight_raw,EpiSize_raw,EpiCount_raw,TreeHeight_raw,Setting_raw,Moss_raw,GrowingSite_raw,TreeSp_raw,quality_grade,observed_on,description,captive,uri,latitude,longitude,location,taxon.common,user_login,taxon.name,community_taxon_id,taxon.rank,taxon.status,taxon_id,source_project_ids,DBH_num,TreeHeight_num,EpiCount_num,photo_gallery,photo_urls_concat,EpiHeight_num,EpiSize_num,obs_date,dbh_txt,dbh_flag,dbh_note,n_obs,sum_individuals,family_id,family_name,class_id,class_name,genus_id,genus_name
101636411,,,,,,,,101636411,,Californicae,Californicae,,,,,,,,,78554,research,Sun Nov 21 2021 15:50:59 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101636411,-39.3387,174.2813416667,"-39.3387,174.2813416667",Kangaroo Fern,brucedc,Microsorum pustulatum pustulatum,468894,subspecies,native,468894,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169751997/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169752007/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169751997/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169752007/square.jpg,,,2021-11-21,,,,31,31,52679,Polypodiaceae,121943,Polypodiopsida,64059,Microsorum
101636481,,,,,,,,101636481,,Californicae,Californicae,,,,,,,,,78554,research,Sun Nov 21 2021 15:50:56 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101636481,-39.3387033333,174.2813416667,"-39.3387033333,174.2813416667",drooping spleenwort,brucedc,Asplenium flaccidum,197042,species,native,197042,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169752115/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169752135/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169752115/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169752135/square.jpg,,,2021-11-21,,,,23,23,64662,Aspleniaceae,121943,Polypodiopsida,71992,Asplenium
101636693,,,,,,,,101636693,,,Unknown,,,,,,,,,,research,Sun Nov 21 2021 15:49:23 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101636693,-39.3387533333,174.2815083333,"-39.3387533333,174.2815083333",Shining Spleenwort,brucedc,Asplenium oblongifolium,210944,species,endemic,210944,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169752487/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169752504/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169752526/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169752487/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169752504/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169752526/square.jpg,,,2021-11-21,,,,37,37,64662,Aspleniaceae,121943,Polypodiopsida,71992,Asplenium
101636844,,,,,,,,101636844,,Californicae,Californicae,,,,,,,,,78554,research,Sun Nov 21 2021 15:49:30 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101636844,-39.338755,174.2814783333,"-39.338755,174.2814783333",Kangaroo Fern,brucedc,Microsorum pustulatum pustulatum,468894,subspecies,native,468894,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169752724/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169752747/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169752724/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169752747/square.jpg,,,2021-11-21,,,,31,31,52679,Polypodiaceae,121943,Polypodiopsida,64059,Microsorum
101636936,,,,,,,,101636936,,Californicae,Californicae,,,,,,,,,78554,research,Sun Nov 21 2021 15:49:39 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101636936,-39.3387416667,174.2814633333,"-39.3387416667,174.2814633333",drooping spleenwort,brucedc,Asplenium flaccidum,197042,species,native,197042,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169752889/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169752908/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169752920/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169752889/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169752908/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169752920/square.jpg,,,2021-11-21,,,,23,23,64662,Aspleniaceae,121943,Polypodiopsida,71992,Asplenium
101636993,,,,,,,,101636993,,Californicae,Californicae,,,,,,,,,78554,research,Sun Nov 21 2021 15:49:53 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101636993,-39.338725,174.281495,"-39.338725,174.281495",Mare's Tail Fern,brucedc,Asplenium polyodon,158794,species,native,158794,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169753035/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169753050/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169753035/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169753050/square.jpg,,,2021-11-21,,,,19,19,64662,Aspleniaceae,121943,Polypodiopsida,71992,Asplenium
101637304,,,,,,,,101637304,,Californicae,Californicae,,,,,,,,,78554,research,Sun Nov 21 2021 15:51:32 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101637304,-39.33878,174.281175,"-39.33878,174.281175",leatherleaf fern,brucedc,Rumohra adiantiformis,168255,species,native,168255,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169753601/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169753620/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169753601/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169753620/square.jpg,,,2021-11-21,,,,5,5,47753,Dryopteridaceae,121943,Polypodiopsida,142372,Rumohra
101637526,,,,,,,,101637526,,Californicae,Californicae,,,,,,,,,78554,research,Sun Nov 21 2021 15:52:43 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101637526,-39.33875,174.281205,"-39.33875,174.281205",Kangaroo Fern,brucedc,Microsorum pustulatum pustulatum,468894,subspecies,native,468894,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169754068/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169754084/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169754095/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169754068/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169754084/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169754095/square.jpg,,,2021-11-21,,,,31,31,52679,Polypodiaceae,121943,Polypodiopsida,64059,Microsorum
101641052,,,,,,,,101641052,,,Unknown,,,,,,,,,,needs_id,Sun Nov 21 2021 15:53:08 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101641052,-39.33878,174.281205,"-39.33878,174.281205",fringed willowherb,brucedc,Epilobium ciliatum,,species,introduced,53050,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169760962/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169760977/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169760962/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169760977/square.jpg,,,2021-11-21,,,,2,2,47790,Onagraceae,47124,Magnoliopsida,52972,Epilobium
101641202,,,,,,,,101641202,,,Unknown,,,,,,,,,,research,Sun Nov 21 2021 15:56:18 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101641202,-39.3387616667,174.281145,"-39.3387616667,174.281145",New Zealand cabbage tree,brucedc,Cordyline australis,50191,species,endemic,50191,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169761269/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169761284/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169761301/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169761269/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169761284/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169761301/square.jpg,,,2021-11-21,,,,46,46,47599,Asparagaceae,47163,Liliopsida,50192,Cordyline
101643769,,,,,,,,101643769,,Californicae,Californicae,,,,,,,,,78554,research,Sun Nov 21 2021 15:53:42 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101643769,-39.338805,174.280975,"-39.338805,174.280975",drooping spleenwort,brucedc,Asplenium flaccidum,197042,species,native,197042,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169765951/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169765965/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169765951/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169765965/square.jpg,,,2021-11-21,,,,23,23,64662,Aspleniaceae,121943,Polypodiopsida,71992,Asplenium
101643858,,,,,,,,101643858,,,Unknown,,,,,,,,,,research,Sun Nov 21 2021 15:53:47 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101643858,-39.3388166667,174.280975,"-39.3388166667,174.280975",Shining Spleenwort,brucedc,Asplenium oblongifolium,210944,species,endemic,210944,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169766123/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169766145/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169766167/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169766123/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169766145/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169766167/square.jpg,,,2021-11-21,,,,37,37,64662,Aspleniaceae,121943,Polypodiopsida,71992,Asplenium
101643959,,,,,,,,101643959,,Californicae,Californicae,,,,,,,,,78554,research,Sun Nov 21 2021 15:53:55 GMT+1300 (GMT+13),On Phoenix palm.,FALSE,https://www.inaturalist.org/observations/101643959,-39.3388133333,174.2809916667,"-39.3388133333,174.2809916667",leatherleaf fern,brucedc,Rumohra adiantiformis,168255,species,native,168255,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169766369/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169766379/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169766369/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/169766379/square.jpg,,,2021-11-21,,,,5,5,47753,Dryopteridaceae,121943,Polypodiopsida,142372,Rumohra
101644199,,,,,,,,101644199,,Californicae,Californicae,,,,,,,,,78554,research,Sun Nov 21 2021 15:53:36 GMT+1300 (GMT+13),"On Phoenix palm with A. oblongifolium, R. adiantiformis & A. flaccidum.",FALSE,https://www.inaturalist.org/observations/101644199,-39.3388216667,174.2809916667,"-39.3388216667,174.2809916667",Kangaroo Fern,brucedc,Microsorum pustulatum pustulatum,468894,subspecies,native,468894,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169766899/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169766899/square.jpg,,,2021-11-21,,,,31,31,52679,Polypodiaceae,121943,Polypodiopsida,64059,Microsorum
101698151,,,,,,,,101698151,branch,,Unknown,,,,,,,,branch,,research,2021/11/22 11:21 AM GMT,Growing high in tree.,FALSE,https://www.inaturalist.org/observations/101698151,53.2455266991,-1.9252463832,"53.2455266991,-1.9252463832",common polypody,ian_white,Polypodium vulgare,127079,species,native,127079,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169859570/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/169859583/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/169859570/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/169859583/square.jpeg,,,2021-11-22,,,,303,636,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
101797979,,,,,,,,101797979,,,Unknown,,,,,,,,,,research,2021-11-20 10:46:43,,FALSE,https://www.inaturalist.org/observations/101797979,25.9269526971,-81.1669299222,"25.9269526971,-81.1669299222",Chinese Crown Orchid,prairie-willow,Eulophia graminea,427629,species,introduced,427629,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/170050479/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/170050522/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/170050574/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/170050713/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/170050479/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/170050522/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/170050574/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/170050713/square.jpeg,,,2021-11-20,,,,9,9,47217,Orchidaceae,47163,Liliopsida,140708,Eulophia
101868546,,,,,,,,101868546,,Acer macrophyllum,Acer,,,,,,,,,Acer macrophyllum,research,2021/11/15 3:34 PM PST,epiphytic in Acer macrophyllum,FALSE,https://www.inaturalist.org/observations/101868546,48.9205466667,-123.7034616667,"48.9205466667,-123.7034616667",goldback fern,iancruickshank,Pentagramma triangularis,52676,species,native,52676,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/170177846/square.jpeg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/170177852/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/170177846/square.jpeg|https://inaturalist-open-data.s3.amazonaws.com/photos/170177852/square.jpeg,,,2021-11-15,,,,1,1,48437,Pteridaceae,121943,Polypodiopsida,52677,Pentagramma
102114997,0.6,1.6,0.12,,,Rural,,102114997,trunk,Quercus montana,Quercus,0.6,1.6,0.12,,,Rural,,trunk,Quercus montana,research,2021/11/28 11:35 AM EST,"Black Rock Mountain State Park, Georgia

Epiphytic (growing on tree bark) instead of the more usual Epipetric (on rock).",FALSE,https://www.inaturalist.org/observations/102114997,34.9045824,-83.4125349,"34.9045824,-83.4125349",rock polypody,mjpapay,Polypodium virginianum,54411,species,native,54411,accidental-epiphytes-united,0.6,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/170637408/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/170637637/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/170637663/square.jpg""style=""margin:20px;""><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/170637683/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/170637408/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/170637637/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/170637663/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/170637683/square.jpg,1.6,0.12,2021-11-28,0.6,,,10,10,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
102158725,,,,,,,,102158725,crotch,Eucalyptus obliqua,Eucalyptus,,,,,,,,crotch,Eucalyptus obliqua,research,2021/10/16 4:26 PM UTC,fern epiphyte in stringybark,FALSE,https://www.inaturalist.org/observations/102158725,-42.9172668,147.2877811,"-42.9172668,147.2877811",Fishbone water-fern,yoavdanielbarness,Blechnum nudum,138020,species,,138020,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/170717718/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/170717718/square.jpg,,,2021-10-16,,,,1,1,48434,Blechnaceae,121943,Polypodiopsida,48433,Blechnum
102381148,,,,,,,,102381148,trunk,Acer,Acer,,,,,,,,trunk,Acer,research,2021-12-02 15:31:19,Fern epiphyte on maple trunk,FALSE,https://www.inaturalist.org/observations/102381148,45.4967532,-122.6920899,"45.4967532,-122.6920899",licorice fern,liam_gerry,Polypodium glycyrrhiza,55104,species,native,55104,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/171125274/square.jpeg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/171125274/square.jpeg,,,2021-12-02,,,,57,77,52679,Polypodiaceae,121943,Polypodiopsida,52680,Polypodium
102421634,,,,,,,,102421634,,Californicae,Californicae,,,,,,,,,78554,research,Thu Dec 02 2021 08:05:07 GMT+1300 (GMT+13),Unsure of species. On Phoenix palm,FALSE,https://www.inaturalist.org/observations/102421634,-36.7868474136,174.759157282,"-36.7868474136,174.759157282",Fishbone Fern,kirstymyron,Nephrolepis cordifolia,48233,species,introduced,48233,accidental-epiphytes-united,,,1,"<div><img src=""https://inaturalist-open-data.s3.amazonaws.com/photos/171204933/square.jpg""style=""margin:20px;""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/171204933/square.jpg,,,2021-12-01,,,,59,92,332939,Nephrolepidaceae,121943,Polypodiopsida,48234,Nephrolepis
