site,id,lon,lat,lat_cdeg,taxon.name,quality_grade,presence,CHELSA_bio7,CHELSA_npp_1981-2010_V.2.1,CHELSA_bio3,LAI,is_island,CHELSA_bio6,CHELSA_vpd_max_1981-2010_V.2.1,access_min,CHELSA_fgd_1981-2010_V.2.1,CHELSA_sfcWind_max_1981-2010_V.2.1,forest_age,CHELSA_bio15
S04,277656597,4.4632246,52.1261161,3.0280089825,Heracleum,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277657055,4.4632246,52.1261161,3.0280089825,Urtica dioica,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277657434,4.4632246,52.1261161,3.0280089825,Poa annua,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277659957,4.4632246,52.1261161,3.0280089825,Galium,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277659955,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277659951,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277660759,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277662352,4.4632246,52.1261161,3.0280089825,Taraxacum officinale,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277662354,4.4632246,52.1261161,3.0280089825,Poa,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277662353,4.4632246,52.1261161,3.0280089825,Poa,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277670217,4.4632246,52.1261161,3.0280089825,Glechoma hederacea,research,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277672333,4.4632246,52.1261161,3.0280089825,Poaceae,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277672331,4.4632246,52.1261161,3.0280089825,Alliaria petiolata,research,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277672329,4.4632246,52.1261161,3.0280089825,Anthriscus sylvestris,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277672334,4.4632246,52.1261161,3.0280089825,Fraxinus excelsior,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277672330,4.4632246,52.1261161,3.0280089825,Galium aparine,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277672992,4.4632246,52.1261161,3.0280089825,Fraxinus excelsior,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277673494,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277675473,4.4632246,52.1261161,3.0280089825,Glechoma hederacea,research,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277675470,4.4632246,52.1261161,3.0280089825,Glechoma hederacea,research,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277675471,4.4632246,52.1261161,3.0280089825,Anthriscus sylvestris,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277715331,4.4632246,52.1261161,3.0280089825,Acer pseudoplatanus,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277715334,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277716380,4.4632246,52.1261161,3.0280089825,Fraxinus excelsior,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278307057,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278308720,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278308725,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278308729,4.4632246,52.1261161,3.0280089825,Anthriscus sylvestris,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278308727,4.4632246,52.1261161,3.0280089825,Anthriscus sylvestris,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278310204,4.4632246,52.1261161,3.0280089825,Galium aparine,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278310210,4.4632246,52.1261161,3.0280089825,Glechoma hederacea,research,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278310214,4.4632246,52.1261161,3.0280089825,Magnoliopsida,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278312060,4.4632246,52.1261161,3.0280089825,Sorbus,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278314849,4.4632246,52.1261161,3.0280089825,Glechoma hederacea,research,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278314850,4.4632246,52.1261161,3.0280089825,Fraxinus excelsior,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278318320,4.4632246,52.1261161,3.0280089825,Galium aparine,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278318321,4.4632246,52.1261161,3.0280089825,Glechoma hederacea,research,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278318324,4.4632246,52.1261161,3.0280089825,Fraxinus excelsior,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278318325,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278321963,4.4632246,52.1261161,3.0280089825,Anthriscus sylvestris,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278321962,4.4632246,52.1261161,3.0280089825,Fraxinus excelsior,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278321970,4.4632246,52.1261161,3.0280089825,Anthriscus sylvestris,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278321976,4.4632246,52.1261161,3.0280089825,Magnoliopsida,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278321974,4.4632246,52.1261161,3.0280089825,Poaceae,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278321978,4.4632246,52.1261161,3.0280089825,Glechoma hederacea,research,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278321975,4.4632246,52.1261161,3.0280089825,Fraxinus excelsior,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278323307,4.4632246,52.1261161,3.0280089825,Fraxinus,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278327498,4.4632246,52.1261161,3.0280089825,Magnoliopsida,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278327488,4.4632246,52.1261161,3.0280089825,Magnoliopsida,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278327493,4.4632246,52.1261161,3.0280089825,Aegopodium podagraria,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278327485,4.4632246,52.1261161,3.0280089825,Anthriscus sylvestris,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278327499,4.4632246,52.1261161,3.0280089825,Fraxinus excelsior,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278327495,4.4632246,52.1261161,3.0280089825,Chaerophyllum procumbens,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278327486,4.4632246,52.1261161,3.0280089825,Chaerophyllum procumbens,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278327494,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278327938,4.4632246,52.1261161,3.0280089825,Sambucus nigra,research,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277663744,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277669262,4.4632246,52.1261161,3.0280089825,Poaceae,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277711086,4.4632246,52.1261161,3.0280089825,Quercus,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277711082,4.4632246,52.1261161,3.0280089825,Poa annua,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277711076,4.4632246,52.1261161,3.0280089825,Poa annua,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277711078,4.4632246,52.1261161,3.0280089825,Galium aparine,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277711084,4.4632246,52.1261161,3.0280089825,Symphytum officinale,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277711093,4.4632246,52.1261161,3.0280089825,Adoxa moschatellina,research,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277711081,4.4632246,52.1261161,3.0280089825,Fraxinus excelsior,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277711080,4.4632246,52.1261161,3.0280089825,Galium aparine,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277713075,4.4632246,52.1261161,3.0280089825,Anthriscus sylvestris,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277713074,4.4632246,52.1261161,3.0280089825,Fraxinus excelsior,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277713088,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277713073,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277714330,4.4632246,52.1261161,3.0280089825,Anthriscus sylvestris,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,277714333,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278305058,4.4632246,52.1261161,3.0280089825,Poaceae,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278305056,4.4632246,52.1261161,3.0280089825,Anthriscus sylvestris,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278305059,4.4632246,52.1261161,3.0280089825,Galium aparine,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278306675,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278306669,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278306674,4.4632246,52.1261161,3.0280089825,Galium aparine,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278306671,4.4632246,52.1261161,3.0280089825,Galium aparine,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278312065,4.4632246,52.1261161,3.0280089825,Urtica,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278312066,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278312064,4.4632246,52.1261161,3.0280089825,Galium aparine,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278314839,4.4632246,52.1261161,3.0280089825,Poaceae,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278314843,4.4632246,52.1261161,3.0280089825,Galium aparine,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278314844,4.4632246,52.1261161,3.0280089825,Corylus avellana,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278319759,4.4632246,52.1261161,3.0280089825,Magnoliopsida,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278319758,4.4632246,52.1261161,3.0280089825,Magnoliopsida,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278319754,4.4632246,52.1261161,3.0280089825,Poaceae,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278319760,4.4632246,52.1261161,3.0280089825,Quercus,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S04,278323301,4.4632246,52.1261161,3.0280089825,Sambucus nigra,needs_id,1,18.8,1349.7,0.273000001907349,4.59999990463257,0,1.55000000000001,764.1,0,,4.569,44.1095237731934,20.9
S05,277642770,4.3349636,52.1314008,3.0332936825,Polypodium vulgare,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S05,277642767,4.3349636,52.1314008,3.0332936825,Polypodium vulgare,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S05,277642765,4.3349636,52.1314008,3.0332936825,Polypodium vulgare,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S05,277642758,4.3349636,52.1314008,3.0332936825,Polypodium vulgare,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S05,277642771,4.3349636,52.1314008,3.0332936825,Polypodium vulgare,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S05,277636807,4.3349636,52.1314008,3.0332936825,Poaceae,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S05,277636816,4.3349636,52.1314008,3.0332936825,Polypodium vulgare,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S05,277636813,4.3349636,52.1314008,3.0332936825,Polypodium vulgare,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S05,277642780,4.3349636,52.1314008,3.0332936825,Polypodium vulgare,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S05,277642779,4.3349636,52.1314008,3.0332936825,Polypodium vulgare,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S05,277636803,4.3349636,52.1314008,3.0332936825,Magnoliopsida,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S05,277636800,4.3349636,52.1314008,3.0332936825,Polypodium vulgare,needs_id,1,18.1,1370.9,0.248000001907349,3.04924893379211,0,1.85000000000002,755.4,4,,5.134,57.2940635681152,22
S06,no_id,4.5311344,52.1593306,3.0612234825,no_taxon,no_taxon,0,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278681688,4.5311344,52.1593306,3.0612234825,Sambucus nigra,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278681701,4.5311344,52.1593306,3.0612234825,Sambucus nigra,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278681702,4.5311344,52.1593306,3.0612234825,Geraniaceae,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278681704,4.5311344,52.1593306,3.0612234825,Magnoliopsida,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278681705,4.5311344,52.1593306,3.0612234825,Geranium,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278332228,4.5311344,52.1593306,3.0612234825,Ficaria verna,research,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278671990,4.5311344,52.1593306,3.0612234825,Magnoliopsida,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278671989,4.5311344,52.1593306,3.0612234825,Magnoliopsida,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278671997,4.5311344,52.1593306,3.0612234825,Magnoliopsida,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278671992,4.5311344,52.1593306,3.0612234825,Acer platanoides,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278671993,4.5311344,52.1593306,3.0612234825,Sambucus nigra,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278671999,4.5311344,52.1593306,3.0612234825,Anthriscus sylvestris,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278672001,4.5311344,52.1593306,3.0612234825,Apioideae,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278674088,4.5311344,52.1593306,3.0612234825,Acer,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278674085,4.5311344,52.1593306,3.0612234825,Urtica dioica,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278674090,4.5311344,52.1593306,3.0612234825,Ulmus,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278674086,4.5311344,52.1593306,3.0612234825,Ulmus,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
S06,278674087,4.5311344,52.1593306,3.0612234825,Acer pseudoplatanus,needs_id,1,18.8,1357.4,0.270000004768372,4.59999990463257,0,1.55000000000001,760,0,,3.91,46.5542526245117,21.3
