site,lat,lon,id,taxon.name,quality_grade,presence
S04,52.1261161,4.4632246,278308720,Sambucus nigra,needs_id,1
S04,52.1261161,4.4632246,278308725,Sambucus nigra,needs_id,1
S04,52.1261161,4.4632246,278308729,Anthriscus sylvestris,needs_id,1
S04,52.1261161,4.4632246,278308727,Anthriscus sylvestris,needs_id,1
S04,52.1261161,4.4632246,278310204,Galium aparine,needs_id,1
S04,52.1261161,4.4632246,278310210,Glechoma hederacea,research,1
S04,52.1261161,4.4632246,278310214,Magnoliopsida,needs_id,1
S04,52.1261161,4.4632246,278312060,Sorbus,needs_id,1
S04,52.1261161,4.4632246,278314849,Glechoma hederacea,research,1
S04,52.1261161,4.4632246,278314850,Fraxinus excelsior,needs_id,1
S04,52.1261161,4.4632246,278318320,Galium aparine,needs_id,1
S04,52.1261161,4.4632246,278318321,Glechoma hederacea,research,1
S04,52.1261161,4.4632246,278318324,Fraxinus excelsior,needs_id,1
S04,52.1261161,4.4632246,278318325,Sambucus nigra,needs_id,1
S04,52.1261161,4.4632246,278321963,Anthriscus sylvestris,needs_id,1
S04,52.1261161,4.4632246,278321962,Fraxinus excelsior,needs_id,1
S04,52.1261161,4.4632246,278321970,Anthriscus sylvestris,needs_id,1
S04,52.1261161,4.4632246,278321976,Magnoliopsida,needs_id,1
S04,52.1261161,4.4632246,278321974,Poaceae,needs_id,1
S04,52.1261161,4.4632246,278321978,Glechoma hederacea,research,1
S04,52.1261161,4.4632246,278321975,Fraxinus excelsior,needs_id,1
S04,52.1261161,4.4632246,278323307,Fraxinus,needs_id,1
S04,52.1261161,4.4632246,278327498,Magnoliopsida,needs_id,1
S04,52.1261161,4.4632246,278327488,Magnoliopsida,needs_id,1
S04,52.1261161,4.4632246,278327493,Aegopodium podagraria,needs_id,1
S04,52.1261161,4.4632246,278327485,Anthriscus sylvestris,needs_id,1
S04,52.1261161,4.4632246,278327499,Fraxinus excelsior,needs_id,1
S04,52.1261161,4.4632246,278327495,Chaerophyllum procumbens,needs_id,1
S04,52.1261161,4.4632246,278327486,Chaerophyllum procumbens,needs_id,1
S04,52.1261161,4.4632246,278327494,Sambucus nigra,needs_id,1
S04,52.1261161,4.4632246,278327938,Sambucus nigra,research,1
S04,52.1261161,4.4632246,277663744,Sambucus nigra,needs_id,1
S04,52.1261161,4.4632246,277669262,Poaceae,needs_id,1
S04,52.1261161,4.4632246,277711086,Quercus,needs_id,1
S04,52.1261161,4.4632246,277711082,Poa annua,needs_id,1
S04,52.1261161,4.4632246,277711076,Poa annua,needs_id,1
S04,52.1261161,4.4632246,277711078,Galium aparine,needs_id,1
S04,52.1261161,4.4632246,277711084,Symphytum officinale,needs_id,1
S04,52.1261161,4.4632246,277711093,Adoxa moschatellina,research,1
S04,52.1261161,4.4632246,277711081,Fraxinus excelsior,needs_id,1
S04,52.1261161,4.4632246,277711080,Galium aparine,needs_id,1
S04,52.1261161,4.4632246,277713075,Anthriscus sylvestris,needs_id,1
S04,52.1261161,4.4632246,277713074,Fraxinus excelsior,needs_id,1
S04,52.1261161,4.4632246,277713088,Sambucus nigra,needs_id,1
S04,52.1261161,4.4632246,277713073,Sambucus nigra,needs_id,1
S04,52.1261161,4.4632246,277714330,Anthriscus sylvestris,needs_id,1
S04,52.1261161,4.4632246,277714333,Sambucus nigra,needs_id,1
S04,52.1261161,4.4632246,278305058,Poaceae,needs_id,1
S04,52.1261161,4.4632246,278305056,Anthriscus sylvestris,needs_id,1
S04,52.1261161,4.4632246,278305059,Galium aparine,needs_id,1
S04,52.1261161,4.4632246,278306675,Sambucus nigra,needs_id,1
S04,52.1261161,4.4632246,278306669,Sambucus nigra,needs_id,1
S04,52.1261161,4.4632246,278306674,Galium aparine,needs_id,1
S04,52.1261161,4.4632246,278306671,Galium aparine,needs_id,1
S04,52.1261161,4.4632246,278312065,Urtica,needs_id,1
S04,52.1261161,4.4632246,278312066,Sambucus nigra,needs_id,1
S04,52.1261161,4.4632246,278312064,Galium aparine,needs_id,1
S04,52.1261161,4.4632246,278314839,Poaceae,needs_id,1
S04,52.1261161,4.4632246,278314843,Galium aparine,needs_id,1
S04,52.1261161,4.4632246,278314844,Corylus avellana,needs_id,1
S04,52.1261161,4.4632246,278319759,Magnoliopsida,needs_id,1
S04,52.1261161,4.4632246,278319758,Magnoliopsida,needs_id,1
S04,52.1261161,4.4632246,278319754,Poaceae,needs_id,1
S04,52.1261161,4.4632246,278319760,Quercus,needs_id,1
S04,52.1261161,4.4632246,278323301,Sambucus nigra,needs_id,1
S05,52.1314008,4.3349636,277642770,Polypodium vulgare,needs_id,1
S05,52.1314008,4.3349636,277642767,Polypodium vulgare,needs_id,1
S05,52.1314008,4.3349636,277642765,Polypodium vulgare,needs_id,1
S05,52.1314008,4.3349636,277642758,Polypodium vulgare,needs_id,1
S05,52.1314008,4.3349636,277642771,Polypodium vulgare,needs_id,1
S05,52.1314008,4.3349636,277636807,Poaceae,needs_id,1
S05,52.1314008,4.3349636,277636816,Polypodium vulgare,needs_id,1
S05,52.1314008,4.3349636,277636813,Polypodium vulgare,needs_id,1
S05,52.1314008,4.3349636,277642780,Polypodium vulgare,needs_id,1
S05,52.1314008,4.3349636,277642779,Polypodium vulgare,needs_id,1
S05,52.1314008,4.3349636,277636803,Magnoliopsida,needs_id,1
S05,52.1314008,4.3349636,277636800,Polypodium vulgare,needs_id,1
S06,52.1593306,4.5311344,no_id,no_taxon,no_taxon,0
S06,52.1593306,4.5311344,278681688,Sambucus nigra,needs_id,1
S06,52.1593306,4.5311344,278681701,Sambucus nigra,needs_id,1
S06,52.1593306,4.5311344,278681702,Geraniaceae,needs_id,1
S06,52.1593306,4.5311344,278681704,Magnoliopsida,needs_id,1
S06,52.1593306,4.5311344,278681705,Geranium,needs_id,1
S06,52.1593306,4.5311344,278332228,Ficaria verna,research,1
S06,52.1593306,4.5311344,278671990,Magnoliopsida,needs_id,1
S06,52.1593306,4.5311344,278671989,Magnoliopsida,needs_id,1
S06,52.1593306,4.5311344,278671997,Magnoliopsida,needs_id,1
S06,52.1593306,4.5311344,278671992,Acer platanoides,needs_id,1
S06,52.1593306,4.5311344,278671993,Sambucus nigra,needs_id,1
S06,52.1593306,4.5311344,278671999,Anthriscus sylvestris,needs_id,1
S06,52.1593306,4.5311344,278672001,Apioideae,needs_id,1
S06,52.1593306,4.5311344,278674088,Acer,needs_id,1
S06,52.1593306,4.5311344,278674085,Urtica dioica,needs_id,1
S06,52.1593306,4.5311344,278674090,Ulmus,needs_id,1
S06,52.1593306,4.5311344,278674086,Ulmus,needs_id,1
S06,52.1593306,4.5311344,278674087,Acer pseudoplatanus,needs_id,1
S06,52.1593306,4.5311344,278674091,Anthriscus sylvestris,needs_id,1
S06,52.1593306,4.5311344,278674084,Anthriscus sylvestris,needs_id,1
S06,52.1593306,4.5311344,278675446,Magnoliopsida,needs_id,1
S06,52.1593306,4.5311344,278675447,Acer,needs_id,1
S06,52.1593306,4.5311344,278675458,Galium aparine,needs_id,1
S06,52.1593306,4.5311344,278675456,Galium aparine,needs_id,1
S06,52.1593306,4.5311344,278676707,Acer,needs_id,1
S06,52.1593306,4.5311344,278676712,Anthriscus sylvestris,needs_id,1
S06,52.1593306,4.5311344,278676708,Anthriscus sylvestris,needs_id,1
S06,52.1593306,4.5311344,278676719,Sambucus nigra,needs_id,1
S06,52.1593306,4.5311344,278676715,Galium aparine,needs_id,1
S06,52.1593306,4.5311344,278678044,Acer,needs_id,1
S06,52.1593306,4.5311344,278678048,Glechoma hederacea,research,1
S06,52.1593306,4.5311344,278678050,Geranium robertianum,needs_id,1
S06,52.1593306,4.5311344,278678051,Acer pseudoplatanus,needs_id,1
S06,52.1593306,4.5311344,278681692,Sambucus nigra,needs_id,1
S06,52.1593306,4.5311344,278681697,Magnoliopsida,needs_id,1
S06,52.1593306,4.5311344,278678860,Geranium robertianum,research,1
S06,52.1593306,4.5311344,278678854,Geranium robertianum,needs_id,1
S06,52.1593306,4.5311344,278678858,Anthriscus sylvestris,research,1
S07,51.579664,3.6576714,279871606,Magnoliopsida,needs_id,1
S07,51.579664,3.6576714,279871605,Rubus,needs_id,1
S07,51.579664,3.6576714,no_id,no_taxon,no_taxon,0
S08,51.345665,3.3183843,no_id,no_taxon,no_taxon,0
S09,51.2204736,2.9227499,no_id,no_taxon,no_taxon,0
S09,51.2204736,2.9227499,280955936,Sambucus nigra,needs_id,1
S09,51.2204736,2.9227499,280955942,Magnoliopsida,needs_id,1
S09,51.2204736,2.9227499,280955943,Rumex,needs_id,1
S09,51.2204736,2.9227499,280955945,Rubus idaeus,needs_id,1
S09,51.2204736,2.9227499,280955941,Geum,needs_id,1
S09,51.2204736,2.9227499,280955939,Acer pseudoplatanus,research,1
S09,51.2204736,2.9227499,280955944,Acer pseudoplatanus,needs_id,1
S09,51.2204736,2.9227499,280956579,Magnoliopsida,needs_id,1
S09,51.2204736,2.9227499,280956582,Acer pseudoplatanus,research,1
S10,51.1390568,2.7158335,281559085,Fagus sylvatica,needs_id,1
S10,51.1390568,2.7158335,281559080,Quercus ilex,needs_id,1
S10,51.1390568,2.7158335,281559083,Acer pseudoplatanus,needs_id,1
S10,51.1390568,2.7158335,281559079,Acer pseudoplatanus,research,1
S10,51.1390568,2.7158335,281687515,Acer pseudoplatanus,needs_id,1
S10,51.1390568,2.7158335,281687525,Quercus robur,needs_id,1
S10,51.1390568,2.7158335,281434392,Quercus,needs_id,1
S10,51.1390568,2.7158335,281434393,Quercus,needs_id,1
S10,51.1390568,2.7158335,281434394,Sambucus nigra,needs_id,1
S10,51.1390568,2.7158335,281434396,Symplocos paniculata,needs_id,1
S10,51.1390568,2.7158335,281548765,Papaver rhoeas,needs_id,1
S10,51.1390568,2.7158335,281548763,Alnus glutinosa,needs_id,1
S10,51.1390568,2.7158335,281548772,Acer pseudoplatanus,needs_id,1
S10,51.1390568,2.7158335,281548770,Alnus glutinosa,needs_id,1
S10,51.1390568,2.7158335,281548773,Alnus glutinosa,needs_id,1
S10,51.1390568,2.7158335,281552603,Cotoneaster dielsianus,needs_id,1
S10,51.1390568,2.7158335,281552604,Prunus padus,needs_id,1
S10,51.1390568,2.7158335,281552605,Prunus padus,needs_id,1
S10,51.1390568,2.7158335,281552611,Sambucus nigra,needs_id,1
S10,51.1390568,2.7158335,281552613,Sambucus nigra,needs_id,1
S10,51.1390568,2.7158335,281552616,Alnus,needs_id,1
S10,51.1390568,2.7158335,281556503,Hedera helix,needs_id,1
S10,51.1390568,2.7158335,281556502,Sambucus nigra,needs_id,1
S10,51.1390568,2.7158335,281556517,Prunus,needs_id,1
S10,51.1390568,2.7158335,281556509,Crataegus monogyna,needs_id,1
S10,51.1390568,2.7158335,281556506,Galium aparine,needs_id,1
S10,51.1390568,2.7158335,281556508,Galium aparine,needs_id,1
S10,51.1390568,2.7158335,281559076,Acer pseudoplatanus,needs_id,1
S10,51.1390568,2.7158335,281687516,Hedera helix,needs_id,1
S10,51.1390568,2.7158335,281687517,Acer pseudoplatanus,needs_id,1
S10,51.1390568,2.7158335,281687518,Acer pseudoplatanus,needs_id,1
S10,51.1390568,2.7158335,281687519,Quercus robur,needs_id,1
S10,51.1390568,2.7158335,281687520,Alnus,needs_id,1
S10,51.1390568,2.7158335,281687521,Sambucus nigra,needs_id,1
S10,51.1390568,2.7158335,281687522,Lonicera ligustrina,needs_id,1
S10,51.1390568,2.7158335,281687524,Hedera helix,needs_id,1
S10,51.1390568,2.7158335,281687526,Alnus,needs_id,1
S11,51.0903012,2.6110195,283072815,Geranium robertianum,research,1
S11,51.0903012,2.6110195,283083818,Ribes uva-crispa,needs_id,1
S11,51.0903012,2.6110195,283083819,Rubus fruticosus,needs_id,1
S11,51.0903012,2.6110195,283084505,Urtica dioica,research,1
S11,51.0903012,2.6110195,283084502,Ribes uva-crispa,research,1
S11,51.0903012,2.6110195,283085722,Urtica dioica,research,1
S11,51.0903012,2.6110195,283085719,Geranium robertianum,research,1
S11,51.0903012,2.6110195,282934786,Prunus,needs_id,1
S11,51.0903012,2.6110195,282934783,Acer,needs_id,1
S11,51.0903012,2.6110195,282934785,Geranium robertianum,needs_id,1
S11,51.0903012,2.6110195,282938640,Urtica dioica,needs_id,1
S11,51.0903012,2.6110195,282938646,Chelidonium majus,research,1
S11,51.0903012,2.6110195,282938642,Geranium robertianum,needs_id,1
S11,51.0903012,2.6110195,282938648,Rubus fruticosus,needs_id,1
S11,51.0903012,2.6110195,282938641,Galium aparine,needs_id,1
S11,51.0903012,2.6110195,282946496,Magnoliopsida,needs_id,1
S11,51.0903012,2.6110195,282946495,Magnoliopsida,needs_id,1
S11,51.0903012,2.6110195,282946487,Geranium robertianum,needs_id,1
S11,51.0903012,2.6110195,282946485,Geranium robertianum,needs_id,1
S11,51.0903012,2.6110195,282946482,Geranium robertianum,research,1
S11,51.0903012,2.6110195,283083103,Rubus caesius,needs_id,1
S11,51.0903012,2.6110195,283083102,Quercus ilex,needs_id,1
S11,51.0903012,2.6110195,283083105,Ulmus minor,needs_id,1
S11,51.0903012,2.6110195,283083101,Sambucus nigra,research,1
S11,51.0903012,2.6110195,283085733,Urtica dioica,research,1
S11,51.0903012,2.6110195,283085736,Sambucus nigra,needs_id,1
S11,51.0903012,2.6110195,283085735,Galium aparine,needs_id,1
S12,51.08843,2.59384,no_id,no_taxon,no_taxon,0
S12,51.08843,2.59384,282920271,Acer pseudoplatanus,research,1
S12,51.08843,2.59384,282920270,Acer pseudoplatanus,research,1
S12,51.08843,2.59384,282920274,Fraxinus excelsior,research,1
S12,51.08843,2.59384,282924837,Acer pseudoplatanus,research,1
S12,51.08843,2.59384,282924836,Dryopteris dilatata,needs_id,1
S12,51.08843,2.59384,282924831,Fraxinus excelsior,research,1
S12,51.08843,2.59384,282922345,Fagus sylvatica,needs_id,1
S12,51.08843,2.59384,282922342,Acer pseudoplatanus,research,1
S12,51.08843,2.59384,282922340,Acer pseudoplatanus,needs_id,1
S12,51.08843,2.59384,282930910,Acer,needs_id,1
S12,51.08843,2.59384,282930911,Acer pseudoplatanus,research,1
S13,50.65951,1.59683,no_id,no_taxon,no_taxon,0
S13,50.65951,1.59683,326745270,Rubus caesius,needs_id,1
S13,50.65951,1.59683,326745267,Polypodium vulgare,needs_id,1
S13,50.65951,1.59683,326745448,Polypodium vulgare,needs_id,1
S13,50.65951,1.59683,326746272,Polypodium vulgare,needs_id,1
S13,50.65951,1.59683,326746503,Polypodium vulgare,needs_id,1
S13,50.65951,1.59683,326745775,Rubus vestitus,needs_id,1
S13,50.65951,1.59683,326745895,Polypodium vulgare,needs_id,1
S13,50.65951,1.59683,326746027,Polypodium vulgare,needs_id,1
S13,50.65951,1.59683,326746651,Polypodium vulgare,needs_id,1
S14,50.11466,1.74377,no_id,no_taxon,no_taxon,0
S14,50.11466,1.74377,292026871,Anemonoides nemorosa,research,1
S15,50.1335389,1.7393024,no_id,no_taxon,no_taxon,0
S15,50.1335389,1.7393024,322911660,Geranium robertianum,needs_id,1
S15,50.1335389,1.7393024,322916141,Chelidonium majus,research,1
S15,50.1335389,1.7393024,322916142,Rubus fruticosus,needs_id,1
S15,50.1335389,1.7393024,322910257,Sambucus nigra,needs_id,1
S15,50.1335389,1.7393024,322910755,Hedera helix,research,1
S15,50.1335389,1.7393024,322910758,Geranium robertianum,needs_id,1
S15,50.1335389,1.7393024,322910757,Rubus fruticosus,needs_id,1
S15,50.1335389,1.7393024,322910754,Urtica dioica,needs_id,1
S15,50.1335389,1.7393024,322911967,Acer campestre,needs_id,1
S15,50.1335389,1.7393024,322909502,Ulmus minor,needs_id,1
S15,50.1335389,1.7393024,322909939,Magnoliopsida,needs_id,1
S15,50.1335389,1.7393024,322909936,Sonchus asper,needs_id,1
S15,50.1335389,1.7393024,322913059,Sonchus,needs_id,1
S15,50.1335389,1.7393024,322913887,Geranium robertianum,needs_id,1
S15,50.1335389,1.7393024,322910082,Rubus fruticosus,needs_id,1
S15,50.1335389,1.7393024,322914916,Prunus,needs_id,1
S15,50.1335389,1.7393024,322914917,Asteraceae,needs_id,1
S15,50.1335389,1.7393024,322914915,Asteraceae,needs_id,1
S15,50.1335389,1.7393024,322915357,Poaceae,needs_id,1
S15,50.1335389,1.7393024,322915356,Geranium robertianum,needs_id,1
S15,50.1335389,1.7393024,322915355,Anthriscus sylvestris,needs_id,1
S15,50.1335389,1.7393024,322915361,Sambucus nigra,needs_id,1
S15,50.1335389,1.7393024,322915836,Geranium robertianum,research,1
S15,50.1335389,1.7393024,322915840,Alnus glutinosa,research,1
S16,49.88844,1.17309,no_id,no_taxon,no_taxon,0
S17,49.40466,0.18589,292031603,Quercus,needs_id,1
S17,49.40466,0.18589,no_id,no_taxon,no_taxon,0
S17,49.40466,0.18589,292031601,Quercus robur,needs_id,1
S17,49.40466,0.18589,292031602,Ilex aquifolium,needs_id,1
S18,49.4047619,0.1858556,no_id,no_taxon,no_taxon,0
S19,49.589478,-1.2467049,293661665,Taraxacum officinale,needs_id,1
S19,49.589478,-1.2467049,293669367,Agapanthus praecox,casual,1
S19,49.589478,-1.2467049,293671932,Aloe vera,casual,1
S19,49.589478,-1.2467049,293662272,Lapsana communis,research,1
S19,49.589478,-1.2467049,293662868,Sambucus nigra,needs_id,1
S19,49.589478,-1.2467049,293663154,Sambucus nigra,research,1
S19,49.589478,-1.2467049,293664486,Poaceae,needs_id,1
S19,49.589478,-1.2467049,293664487,Vicia sativa,needs_id,1
S19,49.589478,-1.2467049,293664474,Sambucus nigra,needs_id,1
S19,49.589478,-1.2467049,293665121,Holcus lanatus,needs_id,1
S19,49.589478,-1.2467049,293665681,Sambucus nigra,needs_id,1
S19,49.589478,-1.2467049,293667174,Centranthus ruber,needs_id,1
S19,49.589478,-1.2467049,293668390,Brachypodium sylvaticum,needs_id,1
S19,49.589478,-1.2467049,293669970,Geranium robertianum,needs_id,1
S19,49.589478,-1.2467049,293671933,Aloe vera,casual,1
S19,49.589478,-1.2467049,293672233,Magnoliopsida,needs_id,1
S19,49.589478,-1.2467049,293672628,Poaceae,needs_id,1
S19,49.589478,-1.2467049,293661037,Urtica dioica,needs_id,1
S19,49.589478,-1.2467049,293661040,Sonchus oleraceus,research,1
S19,49.589478,-1.2467049,293661042,Malva,needs_id,1
S19,49.589478,-1.2467049,293661041,Iris foetidissima,research,1
S19,49.589478,-1.2467049,293661285,Digitalis purpurea,research,1
S19,49.589478,-1.2467049,293666310,Sambucus nigra,needs_id,1
S19,49.589478,-1.2467049,293658491,Sambucus nigra,research,1
S19,49.589478,-1.2467049,293660345,Magnoliopsida,needs_id,1
S19,49.589478,-1.2467049,293660346,Cichorieae,needs_id,1
S19,49.589478,-1.2467049,293668829,Sambucus nigra,research,1
S19,49.589478,-1.2467049,293673845,Solanum dulcamara,needs_id,1
S19,49.589478,-1.2467049,293673848,Geranium robertianum,research,1
S19,49.589478,-1.2467049,293673849,Betula pubescens,needs_id,1
S19,49.589478,-1.2467049,293673847,Aloe vera,casual,1
S19,49.589478,-1.2467049,293673844,Asplenium scolopendrium,research,1
S20,49.71196,-2.21001,no_id,no_taxon,no_taxon,0
S20,49.71196,-2.21001,303918385,Hedera,needs_id,1
S20,49.71196,-2.21001,303918386,Carex abscondita,needs_id,1
S20,49.71196,-2.21001,303916899,Umbilicus rupestris,research,1
S21,49.42511,-2.35531,no_id,no_taxon,no_taxon,0
S21,49.42511,-2.35531,303918396,Hedera helix,needs_id,1
S21,49.42511,-2.35531,303918392,Hedera helix,needs_id,1
S22,49.46779,-2.44848,no_id,no_taxon,no_taxon,0
S22,49.46779,-2.44848,303920199,Silene dioica,needs_id,1
S22,49.46779,-2.44848,303920188,Quercus ilex,research,1
S22,49.46779,-2.44848,303920192,Umbilicus rupestris,research,1
S22,49.46779,-2.44848,303920189,Umbilicus rupestris,research,1
S22,49.46779,-2.44848,303920207,Rubus vestitus,needs_id,1
S23,49.4363576,-2.5379502,303920792,Polypodium vulgare,needs_id,1
S23,49.4363576,-2.5379502,no_id,no_taxon,no_taxon,0
S23,49.4363576,-2.5379502,303920787,Polypodium vulgare,needs_id,1
S23,49.4363576,-2.5379502,303920790,Polypodium interjectum,needs_id,1
S24,49.2235024,-2.0409439,303923466,Polypodium interjectum,needs_id,1
S24,49.2235024,-2.0409439,303923468,Polypodium vulgare,needs_id,1
S24,49.2235024,-2.0409439,303923476,Polypodium,needs_id,1
S24,49.2235024,-2.0409439,303923463,Acer,needs_id,1
S24,49.2235024,-2.0409439,303923461,Polypodiales,needs_id,1
S24,49.2235024,-2.0409439,303923459,Polypodium vulgare,needs_id,1
S24,49.2235024,-2.0409439,303923460,Polypodium interjectum,needs_id,1
S24,49.2235024,-2.0409439,303923464,Caprifolioideae,needs_id,1
S24,49.2235024,-2.0409439,303923465,Polypodium,needs_id,1
S24,49.2235024,-2.0409439,303923467,Polypodium,needs_id,1
S24,49.2235024,-2.0409439,303923473,Polypodium,needs_id,1
S24,49.2235024,-2.0409439,no_id,no_taxon,no_taxon,0
S25,48.6920164,-1.8508795,no_id,no_taxon,no_taxon,0
S26,48.2086909,-4.5127166,no_id,no_taxon,no_taxon,0
S27,48.212261,-4.5106993,no_id,no_taxon,no_taxon,0
S28,48.0353798,-4.5461875,308631668,Polypodium,needs_id,1
S28,48.0353798,-4.5461875,308631669,Ilex aquifolium,research,1
S28,48.0353798,-4.5461875,308631670,Polypodium,needs_id,1
S28,48.0353798,-4.5461875,no_id,no_taxon,no_taxon,0
S29,47.8927817,-3.9467547,no_id,no_taxon,no_taxon,0
S29,47.8927817,-3.9467547,308632620,Polypodium,needs_id,1
S29,47.8927817,-3.9467547,308632790,Polypodium,needs_id,1
S29,47.8927817,-3.9467547,308633187,Polypodium,needs_id,1
S29,47.8927817,-3.9467547,308633564,Polypodium,needs_id,1
S30,47.6413882,-2.9570603,312845267,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312845402,Polypodium vulgare,research,1
S30,47.6413882,-2.9570603,312845840,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312847257,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312847478,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312848169,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312848312,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312848614,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312848832,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312849050,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312849051,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312849217,Polypodium vulgare,research,1
S30,47.6413882,-2.9570603,312849321,Polypodium vulgare,research,1
S30,47.6413882,-2.9570603,312849540,Polypodium vulgare,research,1
S30,47.6413882,-2.9570603,312845012,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312845966,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312846224,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312846468,Polypodium vulgare,research,1
S30,47.6413882,-2.9570603,312846627,Polypodium vulgare,research,1
S30,47.6413882,-2.9570603,312846835,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312846953,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312847608,Polypodium vulgare,research,1
S30,47.6413882,-2.9570603,312844818,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,312849743,Polypodium vulgare,needs_id,1
S30,47.6413882,-2.9570603,no_id,no_taxon,no_taxon,0
S31,47.0080376,-2.2215573,312883090,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312883946,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312885193,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312885884,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312886177,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312887076,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312887477,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312890164,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312882579,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312883539,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312884733,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312886522,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312889368,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312889619,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312889946,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312891599,Polypodium vulgare,needs_id,1
S31,47.0080376,-2.2215573,312892294,Polypodium,needs_id,1
S31,47.0080376,-2.2215573,312892548,Polypodium vulgare,needs_id,1
