TreeID,id,EpiID,site,DBH_num,EpiCount_noNA,taxon_id,TreeCat,NumberTrees,siteLat,siteLon,setting,dominanttree1,dominanttree2,dominanttree3,dominanttree4,dominanttree5,dominanttree6,V17,undergrowth,n_epis_per_site,n_sp_per_site,n_epis_per_site_cat,n_sp_per_site_cat,Name,area_ha,taxon.name,n_obs,sum_individuals,user_login,quality_grade,observed_on,description,captive,uri,latitude,longitude,location,taxon.common,user_observations_count,user_activity_count,user_species_count,taxon.endemic,taxon.rank,taxon.introduced,taxon.native,taxon.observations_count,TreeSp,GrowingSite,Moss,EpiCount,EpiSize,DBH,EpiHeight,Setting,field:NA,TreeHeight,ObsGroup,field:host plant id,field:plant life stage,field:invasive?,field:associated observation,field:plant phenology->most common flowering/fruiting reproductive stage,field:name of associated plant,field:epiphytic on,field:hábitat,field:associated taxa,field:habitat (s afr),field:host plant,field:host,field:epiphyte host,field:height off ground,field:height (m),field:interaction->epiphyte host,field:madagascar vegetation type,field:leaf [plant identification],field:flowering phenology,field:origin [iucn red list],field:plant growth form [iucn red list],field:recolecta_plantas,field:recolecta_semillas,field:cantidad de esquejes,field:plantas_madres_esquejes,field:recolecta de muestras de herbario,field:habitat,field:is this observation for...,field:placeholder backup,field:built environment type,field:attached to: (interaction),field:related observations,field:similar observation set,field:estimated height,field:altitude/depth in m: (s afr),field:elevation (m),field:aberrant type,field:tree,field:other organism,"field:how big were the pups? in relation to the adult (0.25, 0.50, 0.75)?",field:specifics of the site,field:cultivated,field:camera,field:epífitos,field:bio 2 lab section number spring 2023,field:host observation,field:gahnia grove,field:interaction (commensalism),field:tipo de maleza,field:substrate_detail2,field:epiphyte %,field:epiphytes,field:id reference,field:abundance category,field:associated species with names lookup,field:interaction type,field:bio 2 lab section number su21,field:tipo de ecosistema (méxico),field:associated species,field:naturemapr url,field:natusfera url,field:certainty,field:cultivated or wild-grown?,field:count,field:plant flowering,field:plant fruiting,field:estimate the height of the plant (in m),field:feeding on,field:animal behavior,field:is it wild?,field:zonebc,field:about the site,field:sp 2020 lab section numbers,field:linked observation,field:invasive,field:zoneea,field:renh2019 trial,field:zoneeb,field:kc tradescantia,field:depth of tradescantia before intervention,field:zonedb,field:zonecb,field:kc native seedlings and sporelings,field:kcrenh19 survey,field:zoneda,field:lab section numbers,field:gender,field:submitted by questagame player,field:questagame sighting no.,field:zonefb,field:california native,field:substrate/soil type,field:plant description,field:local habitat description,field:id source,field:endemic to new zealand,field:native ferns of kaipatiki,field:fitofisionomias do bioma caatinga,field:name(s) of other observers present,field:observado url,field:zoneca,field:native trees of kaipatiki,field:host species with names lookup,field:ispot reference (2014-2017),field:ispot certainty,field:ispot id,field:associated with: (interaction),field:physical habitat/substrate,field:ecological interaction,field:observer expertise,field:fiddleheads,field:developmental stage,TreeHeight_num,photo_gallery,photo_urls_concat,EpiCount_num,EpiHeight_chr,EpiSize_chr,EpiHeight_num,EpiSize_num,obs_date,family_id,family_name,class_id,class_name,genus_id,genus_name
S10T30,281556506,S10T30_E03,S10,0.33,1,53059,30 - 60,45,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,36,16,Site10_NieuwpoortWillows,0.330197301905,Galium aparine,36,53,marie-ho,needs_id,2025/05/13 12:54 PM,"",FALSE,https://www.inaturalist.org/observations/281556506,51.1389361111,2.7159666667,"51.1389361111,2.7159666667",catchweed bedstraw,3337,3541,943,FALSE,species,FALSE,TRUE,111198,Salix,pollard head,no,1,0.4,0.33,2,Urban,,7,S10T30,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505783667/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505783753/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/505783667/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/505783753/square.jpg,1,2,0.4,2,0.4,2025-05-13,47693,Rubiaceae,47124,Magnoliopsida,53060,Galium
S10T30,281556508,S10T30_E04,S10,0.33,1,1403902,30 - 60,45,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,36,16,Site10_NieuwpoortWillows,0.330197301905,Galium aparine,14,45,marie-ho,needs_id,2025/05/13 12:55 PM,"",FALSE,https://www.inaturalist.org/observations/281556508,51.13895,2.7159222222,"51.13895,2.7159222222","",3337,3541,943,FALSE,complex,FALSE,TRUE,116562,Salix,pollard head,no,1,0.05,0.33,2.3,Urban,,7,S10T30,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505783742/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505783753/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/505783742/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/505783753/square.jpg,1,2.3,0.05,2.3,0.05,2025-05-13,47693,Rubiaceae,47124,Magnoliopsida,53060,Galium
S10T31,281559076,S10T31_E01,S10,0.32,3,119791,30 - 60,45,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,36,16,Site10_NieuwpoortWillows,0.330197301905,Acer pseudoplatanus,144,180,marie-ho,needs_id,2025/05/13 12:56 PM,"",FALSE,https://www.inaturalist.org/observations/281559076,51.1388888889,2.7160222222,"51.1388888889,2.7160222222",sycamore maple,3337,3541,943,FALSE,species,FALSE,TRUE,70811,Salix,pollard head,no,3,0.7,0.32,2.3,Urban,,7,S10T31,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505788198/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505788240/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505788184/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505788267/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/505788198/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/505788240/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/505788184/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/505788267/square.jpg,3,2.3,0.7,2.3,0.7,2025-05-13,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer
S10T32,281559085,S10T32_E01,S10,0.26,1,54227,10 - 30,5,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,7,4,Site10_NieuwpoortWillows,0.330197301905,Fagus sylvatica,16,16,marie-ho,needs_id,2025/05/13 12:57 PM,"",FALSE,https://www.inaturalist.org/observations/281559085,51.1388388889,2.715875,"51.1388388889,2.715875",European beech,3337,3541,943,FALSE,species,FALSE,TRUE,71644,Salix,pollard head,no,1,0.2,0.26,1.8,Urban,,7,S10T32,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505789276/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505789265/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/505789276/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/505789265/square.jpg,1,1.8,0.2,1.8,0.2,2025-05-13,47852,Fagaceae,47124,Magnoliopsida,49203,Fagus
S10T32,281559080,S10T32_E02,S10,0.26,1,78805,10 - 30,5,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,7,4,Site10_NieuwpoortWillows,0.330197301905,Quercus ilex,13,15,marie-ho,needs_id,2025/05/13 12:57 PM,"",FALSE,https://www.inaturalist.org/observations/281559080,51.1388472222,2.7158138889,"51.1388472222,2.7158138889",Holm oak,3337,3541,943,FALSE,species,FALSE,TRUE,19331,Salix,pollard head,no,1,0.2,0.26,2,Urban,,7,S10T32,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505789140/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505789265/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/505789140/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/505789265/square.jpg,1,2,0.2,2,0.2,2025-05-13,47852,Fagaceae,47124,Magnoliopsida,47851,Quercus
S10T32,281559083,S10T32_E03,S10,0.26,2,119791,10 - 30,5,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,7,4,Site10_NieuwpoortWillows,0.330197301905,Acer pseudoplatanus,144,180,marie-ho,needs_id,2025/05/13 12:57 PM,"",FALSE,https://www.inaturalist.org/observations/281559083,51.1388666667,2.7158444444,"51.1388666667,2.7158444444",sycamore maple,3337,3541,943,FALSE,species,FALSE,TRUE,70811,Salix,pollard head,no,2,0.7,0.26,2,Urban,,7,S10T32,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505789229/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505789262/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505789265/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/505789229/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/505789262/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/505789265/square.jpg,2,2,0.7,2,0.7,2025-05-13,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer
S10T32,281559079,S10T32_E04,S10,0.26,1,119791,10 - 30,5,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,7,4,Site10_NieuwpoortWillows,0.330197301905,Acer pseudoplatanus,144,180,marie-ho,research,2025/05/13 12:57 PM,"",FALSE,https://www.inaturalist.org/observations/281559079,51.1388138889,2.7159,"51.1388138889,2.7159",sycamore maple,3337,3541,943,FALSE,species,FALSE,TRUE,70811,Salix,knot-burr-gnarl,no,1,0.05,0.26,1.8,Urban,,7,S10T32,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505789165/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/505789265/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/505789165/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/505789265/square.jpg,1,1.8,0.05,1.8,0.05,2025-05-13,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer
S10T34,281687515,S10T34_E01,S10,0.27,1,119791,10 - 30,5,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,7,4,Site10_NieuwpoortWillows,0.330197301905,Acer pseudoplatanus,144,180,marie-ho,needs_id,2025/05/13 12:58 PM,"",FALSE,https://www.inaturalist.org/observations/281687515,51.1388944444,2.7157361111,"51.1388944444,2.7157361111",sycamore maple,3337,3541,943,FALSE,species,FALSE,TRUE,70811,Salix,pollard head,no,1,0.1,0.27,2,Urban,,7,S10T34,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028471/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028467/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/506028471/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028467/square.jpg,1,2,0.1,2,0.1,2025-05-13,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer
S10T35,281687516,S10T35_E01,S10,0.49,1,55882,30 - 60,45,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,36,16,Site10_NieuwpoortWillows,0.330197301905,Hedera helix,49,50,marie-ho,needs_id,2025/05/13 12:59 PM,no ground connection,FALSE,https://www.inaturalist.org/observations/281687516,51.1388666667,2.715675,"51.1388666667,2.715675",common ivy,3337,3541,943,FALSE,species,FALSE,TRUE,151118,Salix,pollard head,no,1,1,0.49,2.7,Urban,,7,S10T35,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028503/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028509/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028468/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/506028503/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028509/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028468/square.jpg,1,2.7,1,2.7,1,2025-05-13,52849,Araliaceae,47124,Magnoliopsida,55883,Hedera
S10T35,281687517,S10T35_E02,S10,0.49,2,119791,30 - 60,45,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,36,16,Site10_NieuwpoortWillows,0.330197301905,Acer pseudoplatanus,144,180,marie-ho,needs_id,2025/05/13 1:00 PM,"",FALSE,https://www.inaturalist.org/observations/281687517,51.1388333333,2.7156305556,"51.1388333333,2.7156305556",sycamore maple,3337,3541,943,FALSE,species,FALSE,TRUE,70811,Salix,pollard head,no,2,1,0.49,2.7,Urban,,7,S10T35,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028516/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028468/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/506028516/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028468/square.jpg,2,2.7,1,2.7,1,2025-05-13,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer
S10T36,281687518,S10T36_E01,S10,0.33,1,119791,30 - 60,45,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,36,16,Site10_NieuwpoortWillows,0.330197301905,Acer pseudoplatanus,144,180,marie-ho,needs_id,2025/05/13 1:00 PM,"",FALSE,https://www.inaturalist.org/observations/281687518,51.1388666667,2.7155972222,"51.1388666667,2.7155972222",sycamore maple,3337,3541,943,FALSE,species,FALSE,TRUE,70811,Salix,pollard head,no,1,0.3,0.33,2.7,Urban,,7,S10T36,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028550/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028557/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028600/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/506028550/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028557/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028600/square.jpg,1,2.7,0.3,2.7,0.3,2025-05-13,58321,Sapindaceae,47124,Magnoliopsida,47727,Acer
S10T39,281687519,S10T39_E01,S10,0.32,1,56133,30 - 60,45,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,36,16,Site10_NieuwpoortWillows,0.330197301905,Quercus robur,17,21,marie-ho,needs_id,2025/05/13 1:01 PM,"",FALSE,https://www.inaturalist.org/observations/281687519,51.1388194444,2.715475,"51.1388194444,2.715475",English oak,3337,3541,943,FALSE,species,FALSE,TRUE,92325,Salix,knothole,no,1,0.2,0.32,2.2,Urban,,7,S10T39,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028630/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028609/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028670/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/506028630/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028609/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028670/square.jpg,1,2.2,0.2,2.2,0.2,2025-05-13,47852,Fagaceae,47124,Magnoliopsida,47851,Quercus
S10T41,281687520,S10T41_E01,S10,0.32,1,53352,30 - 60,45,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,36,16,Site10_NieuwpoortWillows,0.330197301905,Alnus,3,3,marie-ho,needs_id,2025/05/13 1:09 PM,ID uncertain,FALSE,https://www.inaturalist.org/observations/281687520,51.1394055556,2.7174388889,"51.1394055556,2.7174388889",alders,3337,3541,943,FALSE,genus,FALSE,TRUE,190600,Salix,pollard head,no,1,1,0.32,3,Urban,,7,S10T41,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028703/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028687/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028759/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/506028703/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028687/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028759/square.jpg,1,3,1,3,1,2025-05-13,49155,Betulaceae,47124,Magnoliopsida,53352,Alnus
S10T41,281687521,S10T41_E02,S10,0.32,1,765394,30 - 60,45,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,36,16,Site10_NieuwpoortWillows,0.330197301905,Sambucus nigra,190,206,marie-ho,needs_id,2025/05/13 1:10 PM,flowering,FALSE,https://www.inaturalist.org/observations/281687521,51.1394194444,2.7175222222,"51.1394194444,2.7175222222",European black elderberry,3337,3541,943,FALSE,species,FALSE,TRUE,73901,Salix,pollard head,no,1,1.5,0.32,3,Urban,,7,S10T41,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028730/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028739/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028759/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/506028730/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028739/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028759/square.jpg,1,3,1.5,3,1.5,2025-05-13,781703,Viburnaceae,47124,Magnoliopsida,52689,Sambucus
S10T44,281687522,S10T44_E01,S10,0.41,2,777468,30 - 60,45,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,36,16,Site10_NieuwpoortWillows,0.330197301905,Lonicera ligustrina,6,7,marie-ho,needs_id,2025/05/13 1:12 PM,doing pretty well,FALSE,https://www.inaturalist.org/observations/281687522,51.1395111111,2.7176444444,"51.1395111111,2.7176444444",Boxleaf Honeysuckle,3337,3541,943,FALSE,species,TRUE,FALSE,4436,Salix,pollard head,no,2,2,0.41,2.4,Urban,,7,S10T44,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028836/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028822/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028802/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028875/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028866/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/506028836/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028822/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028802/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028875/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028866/square.jpg,2,2.4,2,2.4,2,2025-05-13,48527,Caprifoliaceae,47124,Magnoliopsida,51874,Lonicera
S10T45,281687524,S10T45_E01,S10,0.3,1,55882,30 - 60,45,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,36,16,Site10_NieuwpoortWillows,0.330197301905,Hedera helix,49,50,marie-ho,needs_id,2025/05/13 1:13 PM,no ground connection,FALSE,https://www.inaturalist.org/observations/281687524,51.1395694444,2.7177138889,"51.1395694444,2.7177138889",common ivy,3337,3541,943,FALSE,species,FALSE,TRUE,151118,Salix,pollard head,no,1,1,0.3,2.7,Urban,,7,S10T45,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028901/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028922/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/506028901/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028922/square.jpg,1,2.7,1,2.7,1,2025-05-13,52849,Araliaceae,47124,Magnoliopsida,55883,Hedera
S10T48,281687525,S10T48_E01,S10,0.27,1,56133,10 - 30,5,51.1390568,2.7158335,Urban,Salix,"","","","","","","",43,18,7,4,Site10_NieuwpoortWillows,0.330197301905,Quercus robur,17,21,marie-ho,needs_id,2025/05/13 1:14 PM,"",FALSE,https://www.inaturalist.org/observations/281687525,51.1393861111,2.7178444444,"51.1393861111,2.7178444444",English oak,3337,3541,943,FALSE,species,FALSE,TRUE,92325,Salix,knothole,no,1,0.5,0.27,2.5,Urban,,7,S10T48,,"","","","",,"","",,"","",,,"",,,"","","","","","","",,,,"","","","","","",,,"",,"","",,,"","","","",,"","","","","",,"","","",,"","","","","","","","",,"","","",,,"","","","","","","","","","","","","","","","","","","",,"","","",,,"","","","","","","","",,"",,"","","","","","","",7,"<div><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028932/square.jpg""""style=""""margin:20px;""""><img src=""""https://inaturalist-open-data.s3.amazonaws.com/photos/506028991/square.jpg""""style=""""margin:20px;""""></div>",https://inaturalist-open-data.s3.amazonaws.com/photos/506028932/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/506028991/square.jpg,1,2.5,0.5,2.5,0.5,2025-05-13,47852,Fagaceae,47124,Magnoliopsida,47851,Quercus
